GID;CHROMOSOME
Avas.s019.g108.i1;1
Avas.s019.g108.i2;1
Avas.s019.g109.i1;1
Avas.s019.g110.i1;1
Avas.s019.g111.i1;1
Avas.s019.g113.i1;1
Avas.s019.g115.i1;1
Avas.s019.g116.i1;1
Avas.s019.g117.i1;1
Avas.s019.g120.i1;1
Avas.s019.g121.i1;1
Avas.s019.g122.i1;1
Avas.s019.g123.i1;1
Avas.s019.g124.i1;1
Avas.s019.g125.i1;1
Avas.s019.g126.i1;1
Avas.s019.g128.i1;1
Avas.s019.g128.i2;1
Avas.s019.g129.i1;1
Avas.s019.g132.i1;1
Avas.s019.g133.i1;1
Avas.s019.g134.i1;1
Avas.s019.g135.i1;1
Avas.s019.g136.i1;1
Avas.s019.g139.i1;1
Avas.s019.g140.i1;1
Avas.s019.g141.i2;1
Avas.s019.g141.i1;1
Avas.s019.g145.i1;1
Avas.s019.g147.i1;1
Avas.s019.g148.i1;1
Avas.s019.g151.i1;1
Avas.s019.g152.i1;1
Avas.s019.g153.i1;1
Avas.s019.g156.i1;1
Avas.s019.g157.i1;1
Avas.s019.g160.i1;1
Avas.s019.g162.i1;1
Avas.s019.g163.i1;1
Avas.s019.g164.i1;1
Avas.s019.g165.i1;1
Avas.s019.g166.i1;1
Avas.s019.g168.i2;1
Avas.s019.g168.i1;1
Avas.s019.g169.i1;1
Avas.s019.g170.i1;1
Avas.s019.g171.i1;1
Avas.s019.g173.i1;1
Avas.s019.g174.i1;1
Avas.s019.g177.i1;1
Avas.s019.g179.i1;1
Avas.s019.g180.i1;1
Avas.s019.g181.i1;1
Avas.s019.g182.i1;1
Avas.s019.g183.i1;1
Avas.s019.g184.i1;1
Avas.s019.g188.i1;1
Avas.s019.g189.i1;1
Avas.s019.g190.i1;1
Avas.s019.g193.i1;1
Avas.s019.g203.i1;1
Avas.s019.g204.i1;1
Avas.s019.g205.i1;1
Avas.s019.g208.i1;1
Avas.s019.g209.i1;1
Avas.s019.g210.i1;1
Avas.s019.g211.i1;1
Avas.s019.g212.i1;1
Avas.s019.g213.i1;1
Avas.s019.g215.i1;1
Avas.s019.g216.i1;1
Avas.s019.g217.i1;1
Avas.s019.g218.i1;1
Avas.s019.g220.i1;1
Avas.s019.g221.i1;1
Avas.s019.g222.i1;1
Avas.s019.g223.i1;1
Avas.s019.g225.i1;1
Avas.s019.g227.i1;1
Avas.s019.g228.i1;1
Avas.s019.g232.i1;1
Avas.s019.g233.i1;1
Avas.s019.g234.i1;1
Avas.s019.g235.i1;1
Avas.s019.g236.i1;1
Avas.s019.g237.i1;1
Avas.s019.g239.i1;1
Avas.s019.g240.i1;1
Avas.s019.g242.i1;1
Avas.s019.g243.i1;1
Avas.s019.g243.i2;1
Avas.s019.g244.i1;1
Avas.s019.g245.i1;1
Avas.s019.g246.i1;1
Avas.s019.g246.i2;1
Avas.s019.g250.i1;1
Avas.s019.g250.i2;1
Avas.s019.g252.i1;1
Avas.s019.g253.i1;1
Avas.s019.g255.i1;1
Avas.s019.g258.i1;1
Avas.s019.g258.i2;1
Avas.s019.g260.i1;1
Avas.s019.g261.i1;1
Avas.s019.g265.i1;1
Avas.s019.g266.i1;1
Avas.s019.g270.i1;1
Avas.s019.g271.i1;1
Avas.s019.g272.i1;1
Avas.s019.g274.i2;1
Avas.s019.g274.i1;1
Avas.s019.g275.i1;1
Avas.s019.g276.i1;1
Avas.s019.g278.i1;1
Avas.s019.g290.i1;1
Avas.s019.g295.i1;1
Avas.s019.g298.i2;1
Avas.s019.g298.i1;1
Avas.s019.g299.i1;1
Avas.s019.g301.i1;1
Avas.s019.g302.i1;1
Avas.s019.g305.i1;1
Avas.s019.g307.i1;1
Avas.s019.g310.i1;1
Avas.s019.g311.i1;1
Avas.s019.g316.i1;1
Avas.s019.g318.i1;1
Avas.s019.g320.i1;1
Avas.s019.g321.i1;1
Avas.s019.g323.i1;1
Avas.s019.g327.i1;1
Avas.s019.g327.i2;1
Avas.s019.g328.i1;1
Avas.s019.g328.i2;1
Avas.s019.g331.i1;1
Avas.s019.g332.i1;1
Avas.s019.g333.i1;1
Avas.s019.g339.i1;1
Avas.s019.g342.i1;1
Avas.s019.g343.i1;1
Avas.s019.g347.i1;1
Avas.s019.g349.i1;1
Avas.s019.g352.i1;1
Avas.s019.g355.i1;1
Avas.s019.g360.i1;1
Avas.s019.g364.i1;1
Avas.s019.g365.i1;1
Avas.s019.g366.i1;1
Avas.s019.g367.i1;1
Avas.s019.g367.i2;1
Avas.s019.g370.i1;1
Avas.s019.g371.i1;1
Avas.s019.g372.i1;1
Avas.s019.g379.i1;1
Avas.s019.g383.i1;1
Avas.s019.g387.i1;1
Avas.s019.g388.i1;1
Avas.s019.g389.i1;1
Avas.s019.g393.i1;1
Avas.s019.g394.i1;1
Avas.s019.g397.i1;1
Avas.s019.g398.i1;1
Avas.s019.g400.i1;1
Avas.s020.g4.i1;1
Avas.s020.g5.i1;1
Avas.s020.g19.i1;1
Avas.s020.g19.i2;1
Avas.s020.g20.i1;1
Avas.s020.g20.i2;1
Avas.s020.g21.i1;1
Avas.s020.g23.i1;1
Avas.s020.g24.i1;1
Avas.s020.g25.i1;1
Avas.s020.g26.i1;1
Avas.s020.g32.i1;1
Avas.s020.g37.i1;1
Avas.s020.g37.i2;1
Avas.s020.g38.i1;1
Avas.s020.g39.i1;1
Avas.s020.g42.i1;1
Avas.s020.g43.i1;1
Avas.s020.g44.i1;1
Avas.s020.g46.i1;1
Avas.s020.g47.i1;1
Avas.s020.g48.i1;1
Avas.s020.g49.i1;1
Avas.s020.g51.i1;1
Avas.s020.g52.i1;1
Avas.s020.g55.i1;1
Avas.s020.g58.i1;1
Avas.s020.g59.i1;1
Avas.s020.g63.i1;1
Avas.s020.g65.i1;1
Avas.s020.g68.i1;1
Avas.s020.g69.i1;1
Avas.s020.g71.i1;1
Avas.s020.g72.i1;1
Avas.s020.g75.i1;1
Avas.s020.g77.i1;1
Avas.s020.g78.i1;1
Avas.s020.g79.i1;1
Avas.s020.g81.i1;1
Avas.s020.g82.i1;1
Avas.s020.g87.i1;1
Avas.s020.g88.i1;1
Avas.s020.g90.i1;1
Avas.s020.g91.i1;1
Avas.s020.g93.i1;1
Avas.s020.g94.i1;1
Avas.s020.g95.i1;1
Avas.s020.g96.i1;1
Avas.s020.g97.i1;1
Avas.s020.g98.i1;1
Avas.s020.g99.i1;1
Avas.s020.g100.i1;1
Avas.s020.g101.i1;1
Avas.s020.g104.i1;1
Avas.s020.g105.i1;1
Avas.s020.g106.i1;1
Avas.s020.g107.i1;1
Avas.s020.g108.i1;1
Avas.s020.g110.i1;1
Avas.s020.g111.i1;1
Avas.s020.g116.i1;1
Avas.s020.g118.i1;1
Avas.s020.g119.i1;1
Avas.s020.g121.i1;1
Avas.s020.g122.i1;1
Avas.s020.g124.i1;1
Avas.s020.g125.i1;1
Avas.s020.g126.i1;1
Avas.s020.g127.i1;1
Avas.s020.g129.i1;1
Avas.s020.g128.i1;1
Avas.s020.g130.i1;1
Avas.s020.g134.i1;1
Avas.s020.g137.i1;1
Avas.s020.g140.i1;1
Avas.s020.g139.i1;1
Avas.s020.g141.i1;1
Avas.s020.g143.i1;1
Avas.s020.g144.i1;1
Avas.s020.g145.i1;1
Avas.s020.g146.i1;1
Avas.s020.g147.i1;1
Avas.s020.g148.i1;1
Avas.s020.g150.i1;1
Avas.s020.g151.i1;1
Avas.s020.g152.i1;1
Avas.s020.g153.i1;1
Avas.s020.g154.i1;1
Avas.s020.g155.i1;1
Avas.s020.g157.i1;1
Avas.s020.g158.i1;1
Avas.s020.g159.i1;1
Avas.s020.g162.i1;1
Avas.s020.g163.i1;1
Avas.s020.g165.i1;1
Avas.s020.g1.i1;1
Avas.s020.g168.i1;1
Avas.s020.g169.i1;1
Avas.s020.g170.i1;1
Avas.s020.g171.i1;1
Avas.s020.g172.i1;1
Avas.s020.g173.i1;1
Avas.s020.g174.i1;1
Avas.s020.g175.i1;1
Avas.s020.g177.i1;1
Avas.s020.g178.i1;1
Avas.s020.g179.i1;1
Avas.s020.g183.i1;1
Avas.s020.g186.i1;1
Avas.s020.g188.i1;1
Avas.s020.g189.i1;1
Avas.s020.g192.i1;1
Avas.s020.g193.i1;1
Avas.s020.g194.i1;1
Avas.s020.g196.i2;1
Avas.s020.g196.i1;1
Avas.s020.g197.i1;1
Avas.s020.g198.i1;1
Avas.s020.g202.i1;1
Avas.s020.g204.i1;1
Avas.s020.g205.i1;1
Avas.s020.g207.i1;1
Avas.s020.g210.i1;1
Avas.s020.g213.i1;1
Avas.s020.g214.i1;1
Avas.s020.g219.i1;1
Avas.s020.g221.i1;1
Avas.s020.g224.i1;1
Avas.s020.g225.i1;1
Avas.s020.g231.i1;1
Avas.s020.g234.i1;1
Avas.s020.g238.i1;1
Avas.s020.g240.i1;1
Avas.s020.g241.i1;1
Avas.s020.g242.i1;1
Avas.s020.g244.i1;1
Avas.s020.g257.i1;1
Avas.s020.g258.i1;1
Avas.s020.g261.i1;1
Avas.s020.g261.i2;1
Avas.s020.g262.i1;1
Avas.s020.g264.i1;1
Avas.s020.g269.i1;1
Avas.s020.g270.i1;1
Avas.s020.g272.i1;1
Avas.s020.g276.i1;1
Avas.s020.g281.i1;1
Avas.s020.g283.i1;1
Avas.s020.g284.i1;1
Avas.s020.g285.i1;1
Avas.s020.g286.i1;1
Avas.s020.g288.i1;1
Avas.s020.g290.i1;1
Avas.s020.g292.i1;1
Avas.s020.g300.i1;1
Avas.s020.g304.i1;1
Avas.s020.g305.i1;1
Avas.s020.g307.i1;1
Avas.s020.g309.i1;1
Avas.s020.g310.i1;1
Avas.s020.g311.i1;1
Avas.s020.g312.i1;1
Avas.s020.g313.i1;1
Avas.s020.g314.i1;1
Avas.s020.g315.i1;1
Avas.s020.g316.i1;1
Avas.s020.g319.i1;1
Avas.s020.g320.i1;1
Avas.s020.g323.i1;1
Avas.s020.g325.i1;1
Avas.s020.g326.i1;1
Avas.s020.g327.i1;1
Avas.s020.g328.i1;1
Avas.s020.g329.i1;1
Avas.s020.g330.i1;1
Avas.s020.g331.i1;1
Avas.s020.g332.i1;1
Avas.s020.g333.i1;1
Avas.s020.g336.i1;1
Avas.s020.g337.i1;1
Avas.s020.g339.i1;1
Avas.s020.g340.i1;1
Avas.s020.g344.i1;1
Avas.s020.g346.i1;1
Avas.s020.g349.i1;1
Avas.s020.g351.i1;1
Avas.s020.g352.i1;1
Avas.s020.g353.i1;1
Avas.s020.g355.i1;1
Avas.s020.g356.i1;1
Avas.s020.g357.i1;1
Avas.s020.g358.i1;1
Avas.s020.g359.i1;1
Avas.s020.g360.i1;1
Avas.s020.g361.i1;1
Avas.s020.g364.i1;1
Avas.s020.g365.i1;1
Avas.s020.g366.i1;1
Avas.s020.g368.i1;1
Avas.s020.g369.i1;1
Avas.s020.g373.i1;1
Avas.s020.g376.i1;1
Avas.s020.g377.i1;1
Avas.s020.g378.i1;1
Avas.s020.g381.i1;1
Avas.s020.g382.i1;1
Avas.s020.g384.i1;1
Avas.s020.g385.i1;1
Avas.s020.g387.i1;1
Avas.s020.g388.i1;1
Avas.s020.g389.i1;1
Avas.s020.g393.i1;1
Avas.s020.g394.i1;1
Avas.s020.g395.i1;1
Avas.s020.g396.i1;1
Avas.s020.g397.i1;1
Avas.s020.g398.i1;1
Avas.s020.g399.i1;1
Avas.s020.g402.i1;1
Avas.s020.g403.i1;1
Avas.s020.g404.i1;1
Avas.s020.g405.i1;1
Avas.s020.g413.i1;1
Avas.s020.g414.i1;1
Avas.s020.g416.i1;1
Avas.s020.g420.i1;1
Avas.s020.g421.i1;1
Avas.s020.g422.i1;1
Avas.s020.g423.i1;1
Avas.s020.g424.i1;1
Avas.s020.g425.i1;1
Avas.s020.g427.i1;1
Avas.s020.g431.i1;1
Avas.s020.g434.i1;1
Avas.s020.g435.i1;1
Avas.s020.g436.i1;1
Avas.s020.g437.i1;1
Avas.s020.g440.i1;1
Avas.s020.g443.i1;1
Avas.s020.g446.i1;1
Avas.s020.g461.i1;1
Avas.s020.g464.i1;1
Avas.s020.g465.i1;1
Avas.s020.g468.i1;1
Avas.s020.g469.i1;1
Avas.s020.g471.i1;1
Avas.s020.g476.i2;1
Avas.s020.g480.i1;1
Avas.s020.g482.i1;1
Avas.s020.g483.i1;1
Avas.s020.g486.i2;1
Avas.s020.g490.i1;1
Avas.s020.g492.i1;1
Avas.s020.g494.i1;1
Avas.s020.g493.i1;1
Avas.s020.g496.i1;1
Avas.s020.g501.i1;1
Avas.s020.g502.i1;1
Avas.s020.g503.i1;1
Avas.s020.g504.i1;1
Avas.s020.g507.i1;1
Avas.s020.g509.i1;1
Avas.s020.g510.i1;1
Avas.s020.g512.i1;1
Avas.s020.g520.i1;1
Avas.s020.g525.i1;1
Avas.s020.g531.i1;1
Avas.s020.g532.i1;1
Avas.s020.g536.i1;1
Avas.s020.g538.i1;1
Avas.s020.g539.i1;1
Avas.s020.g544.i1;1
Avas.s020.g547.i1;1
Avas.s020.g551.i1;1
Avas.s020.g552.i1;1
Avas.s020.g553.i1;1
Avas.s020.g555.i1;1
Avas.s020.g560.i1;1
Avas.s021.g3.i1;1
Avas.s021.g4.i1;1
Avas.s021.g5.i1;1
Avas.s021.g7.i1;1
Avas.s021.g9.i1;1
Avas.s021.g10.i1;1
Avas.s021.g12.i1;1
Avas.s021.g17.i2;1
Avas.s021.g22.i1;1
Avas.s021.g24.i1;1
Avas.s021.g25.i1;1
Avas.s021.g26.i1;1
Avas.s021.g28.i1;1
Avas.s021.g29.i1;1
Avas.s021.g30.i1;1
Avas.s021.g32.i1;1
Avas.s021.g34.i1;1
Avas.s021.g35.i1;1
Avas.s021.g51.i1;1
Avas.s021.g55.i1;1
Avas.s021.g54.i1;1
Avas.s021.g58.i1;1
Avas.s021.g63.i1;1
Avas.s021.g68.i1;1
Avas.s021.g69.i1;1
Avas.s021.g69.i2;1
Avas.s021.g71.i1;1
Avas.s021.g72.i1;1
Avas.s021.g73.i1;1
Avas.s021.g74.i1;1
Avas.s021.g75.i1;1
Avas.s021.g76.i1;1
Avas.s021.g77.i1;1
Avas.s021.g78.i1;1
Avas.s021.g83.i1;1
Avas.s021.g85.i1;1
Avas.s021.g84.i1;1
Avas.s021.g86.i1;1
Avas.s021.g87.i1;1
Avas.s021.g88.i1;1
Avas.s021.g89.i2;1
Avas.s021.g89.i1;1
Avas.s021.g90.i1;1
Avas.s021.g91.i1;1
Avas.s021.g95.i1;1
Avas.s021.g96.i1;1
Avas.s021.g97.i1;1
Avas.s021.g98.i1;1
Avas.s021.g99.i1;1
Avas.s021.g100.i1;1
Avas.s021.g101.i2;1
Avas.s021.g101.i1;1
Avas.s021.g102.i1;1
Avas.s021.g103.i1;1
Avas.s021.g104.i1;1
Avas.s021.g106.i1;1
Avas.s021.g108.i1;1
Avas.s021.g109.i1;1
Avas.s021.g112.i1;1
Avas.s021.g113.i1;1
Avas.s021.g115.i1;1
Avas.s021.g114.i1;1
Avas.s021.g116.i1;1
Avas.s021.g117.i1;1
Avas.s021.g118.i1;1
Avas.s021.g120.i1;1
Avas.s021.g122.i1;1
Avas.s021.g123.i1;1
Avas.s021.g124.i1;1
Avas.s021.g125.i1;1
Avas.s021.g127.i1;1
Avas.s021.g130.i1;1
Avas.s021.g131.i1;1
Avas.s021.g132.i1;1
Avas.s021.g133.i1;1
Avas.s021.g134.i1;1
Avas.s021.g136.i1;1
Avas.s021.g137.i1;1
Avas.s021.g140.i1;1
Avas.s021.g145.i1;1
Avas.s021.g147.i1;1
Avas.s021.g148.i1;1
Avas.s021.g151.i1;1
Avas.s021.g153.i1;1
Avas.s021.g155.i1;1
Avas.s021.g158.i1;1
Avas.s021.g159.i1;1
Avas.s021.g161.i1;1
Avas.s021.g164.i1;1
Avas.s021.g166.i1;1
Avas.s021.g167.i1;1
Avas.s021.g168.i1;1
Avas.s021.g169.i1;1
Avas.s021.g174.i1;1
Avas.s021.g175.i1;1
Avas.s021.g177.i1;1
Avas.s021.g178.i1;1
Avas.s021.g179.i1;1
Avas.s021.g180.i1;1
Avas.s021.g181.i1;1
Avas.s021.g185.i1;1
Avas.s021.g186.i1;1
Avas.s021.g187.i1;1
Avas.s021.g188.i1;1
Avas.s021.g189.i1;1
Avas.s021.g190.i1;1
Avas.s021.g192.i1;1
Avas.s021.g192.i2;1
Avas.s021.g194.i1;1
Avas.s021.g195.i1;1
Avas.s021.g197.i1;1
Avas.s021.g199.i1;1
Avas.s021.g201.i1;1
Avas.s021.g202.i1;1
Avas.s021.g204.i2;1
Avas.s021.g204.i1;1
Avas.s021.g207.i1;1
Avas.s021.g208.i1;1
Avas.s021.g208.i2;1
Avas.s021.g210.i1;1
Avas.s021.g212.i2;1
Avas.s021.g212.i1;1
Avas.s021.g214.i1;1
Avas.s021.g215.i1;1
Avas.s021.g216.i1;1
Avas.s021.g217.i1;1
Avas.s021.g218.i1;1
Avas.s021.g219.i1;1
Avas.s021.g220.i1;1
Avas.s021.g221.i1;1
Avas.s021.g223.i1;1
Avas.s021.g225.i1;1
Avas.s021.g229.i1;1
Avas.s021.g228.i1;1
Avas.s021.g230.i1;1
Avas.s021.g231.i1;1
Avas.s021.g232.i1;1
Avas.s021.g234.i1;1
Avas.s021.g235.i1;1
Avas.s021.g236.i1;1
Avas.s021.g237.i1;1
Avas.s021.g238.i1;1
Avas.s021.g239.i1;1
Avas.s021.g240.i1;1
Avas.s021.g244.i1;1
Avas.s021.g245.i1;1
Avas.s021.g248.i1;1
Avas.s021.g248.i2;1
Avas.s021.g249.i1;1
Avas.s021.g253.i1;1
Avas.s021.g254.i1;1
Avas.s021.g258.i1;1
Avas.s021.g259.i1;1
Avas.s021.g260.i1;1
Avas.s021.g261.i1;1
Avas.s021.g263.i1;1
Avas.s021.g267.i1;1
Avas.s021.g270.i1;1
Avas.s021.g272.i1;1
Avas.s021.g273.i1;1
Avas.s021.g275.i1;1
Avas.s021.g277.i1;1
Avas.s021.g280.i1;1
Avas.s021.g281.i1;1
Avas.s021.g283.i1;1
Avas.s021.g284.i1;1
Avas.s021.g287.i1;1
Avas.s021.g288.i1;1
Avas.s021.g289.i1;1
Avas.s021.g290.i1;1
Avas.s021.g291.i1;1
Avas.s021.g292.i1;1
Avas.s021.g294.i1;1
Avas.s021.g296.i1;1
Avas.s021.g297.i1;1
Avas.s021.g299.i1;1
Avas.s021.g304.i1;1
Avas.s021.g306.i1;1
Avas.s021.g307.i1;1
Avas.s021.g308.i1;1
Avas.s021.g309.i1;1
Avas.s021.g312.i1;1
Avas.s021.g313.i1;1
Avas.s021.g316.i1;1
Avas.s021.g317.i1;1
Avas.s021.g318.i1;1
Avas.s021.g319.i1;1
Avas.s021.g322.i1;1
Avas.s021.g323.i1;1
Avas.s021.g324.i1;1
Avas.s021.g326.i1;1
Avas.s021.g328.i1;1
Avas.s021.g329.i1;1
Avas.s021.g330.i1;1
Avas.s021.g332.i1;1
Avas.s021.g333.i1;1
Avas.s021.g334.i1;1
Avas.s021.g335.i1;1
Avas.s021.g337.i1;1
Avas.s021.g340.i1;1
Avas.s021.g347.i1;1
Avas.s021.g348.i1;1
Avas.s021.g350.i1;1
Avas.s021.g351.i1;1
Avas.s021.g352.i1;1
Avas.s021.g353.i1;1
Avas.s021.g354.i1;1
Avas.s021.g355.i1;1
Avas.s021.g357.i1;1
Avas.s021.g361.i1;1
Avas.s021.g363.i1;1
Avas.s021.g364.i1;1
Avas.s021.g365.i1;1
Avas.s021.g368.i1;1
Avas.s021.g369.i1;1
Avas.s021.g370.i1;1
Avas.s021.g371.i1;1
Avas.s021.g372.i1;1
Avas.s021.g373.i2;1
Avas.s021.g373.i1;1
Avas.s021.g375.i1;1
Avas.s021.g376.i1;1
Avas.s021.g377.i1;1
Avas.s021.g378.i1;1
Avas.s021.g380.i1;1
Avas.s021.g381.i1;1
Avas.s021.g381.i2;1
Avas.s021.g382.i1;1
Avas.s021.g383.i1;1
Avas.s021.g384.i1;1
Avas.s021.g386.i1;1
Avas.s021.g387.i1;1
Avas.s021.g388.i1;1
Avas.s021.g391.i1;1
Avas.s021.g392.i1;1
Avas.s021.g394.i1;1
Avas.s021.g402.i1;1
Avas.s021.g403.i1;1
Avas.s021.g404.i1;1
Avas.s021.g405.i1;1
Avas.s021.g409.i1;1
Avas.s021.g410.i1;1
Avas.s021.g411.i1;1
Avas.s021.g412.i1;1
Avas.s021.g413.i1;1
Avas.s021.g415.i1;1
Avas.s021.g416.i1;1
Avas.s021.g418.i1;1
Avas.s021.g420.i1;1
Avas.s021.g428.i1;1
Avas.s021.g428.i2;1
Avas.s021.g429.i1;1
Avas.s021.g430.i1;1
Avas.s021.g431.i1;1
Avas.s021.g431.i2;1
Avas.s021.g432.i1;1
Avas.s021.g433.i1;1
Avas.s021.g434.i2;1
Avas.s021.g434.i1;1
Avas.s021.g436.i1;1
Avas.s021.g437.i1;1
Avas.s021.g438.i1;1
Avas.s021.g439.i1;1
Avas.s021.g440.i1;1
Avas.s021.g441.i1;1
Avas.s021.g443.i1;1
Avas.s021.g445.i1;1
Avas.s021.g446.i1;1
Avas.s021.g447.i1;1
Avas.s021.g448.i1;1
Avas.s021.g449.i1;1
Avas.s021.g450.i1;1
Avas.s021.g451.i1;1
Avas.s021.g456.i1;1
Avas.s021.g460.i1;1
Avas.s021.g462.i1;1
Avas.s021.g466.i2;1
Avas.s021.g470.i1;1
Avas.s021.g473.i1;1
Avas.s021.g475.i1;1
Avas.s021.g480.i1;1
Avas.s021.g481.i1;1
Avas.s021.g482.i1;1
Avas.s021.g484.i1;1
Avas.s021.g485.i1;1
Avas.s021.g485.i3;1
Avas.s021.g485.i2;1
Avas.s021.g493.i1;1
Avas.s021.g493.i2;1
Avas.s021.g496.i1;1
Avas.s021.g497.i1;1
Avas.s021.g500.i1;1
Avas.s021.g501.i1;1
Avas.s021.g502.i3;1
Avas.s021.g502.i2;1
Avas.s021.g503.i1;1
Avas.s021.g504.i1;1
Avas.s021.g509.i3;1
Avas.s021.g509.i1;1
Avas.s021.g510.i1;1
Avas.s021.g514.i1;1
Avas.s021.g515.i1;1
Avas.s021.g516.i1;1
Avas.s021.g519.i1;1
Avas.s021.g521.i1;1
Avas.s021.g522.i1;1
Avas.s021.g523.i1;1
Avas.s021.g524.i1;1
Avas.s021.g525.i1;1
Avas.s021.g525.i2;1
Avas.s021.g525.i3;1
Avas.s021.g526.i1;1
Avas.s021.g530.i1;1
Avas.s021.g531.i1;1
Avas.s021.g532.i1;1
Avas.s021.g534.i1;1
Avas.s021.g535.i1;1
Avas.s021.g536.i1;1
Avas.s021.g537.i1;1
Avas.s021.g538.i1;1
Avas.s021.g539.i1;1
Avas.s021.g541.i1;1
Avas.s021.g542.i1;1
Avas.s021.g543.i1;1
Avas.s021.g545.i1;1
Avas.s021.g546.i1;1
Avas.s021.g552.i1;1
Avas.s021.g554.i1;1
Avas.s021.g559.i1;1
Avas.s021.g560.i1;1
Avas.s022.g7.i1;1
Avas.s022.g8.i1;1
Avas.s022.g9.i1;1
Avas.s022.g11.i1;1
Avas.s022.g12.i1;1
Avas.s022.g16.i1;1
Avas.s022.g18.i1;1
Avas.s022.g19.i1;1
Avas.s022.g21.i1;1
Avas.s022.g22.i1;1
Avas.s022.g23.i1;1
Avas.s022.g24.i1;1
Avas.s022.g25.i1;1
Avas.s022.g27.i1;1
Avas.s022.g28.i1;1
Avas.s022.g29.i1;1
Avas.s022.g31.i1;1
Avas.s022.g34.i1;1
Avas.s022.g38.i1;1
Avas.s022.g40.i1;1
Avas.s022.g44.i1;1
Avas.s022.g48.i2;1
Avas.s022.g51.i1;1
Avas.s022.g52.i1;1
Avas.s022.g57.i1;1
Avas.s022.g61.i1;1
Avas.s022.g65.i1;1
Avas.s022.g67.i1;1
Avas.s022.g68.i2;1
Avas.s022.g68.i1;1
Avas.s022.g69.i1;1
Avas.s022.g75.i1;1
Avas.s022.g71.i1;1
Avas.s022.g72.i1;1
Avas.s022.g73.i1;1
Avas.s022.g74.i1;1
Avas.s022.g76.i1;1
Avas.s022.g77.i1;1
Avas.s022.g80.i2;1
Avas.s022.g79.i1;1
Avas.s022.g80.i1;1
Avas.s022.g82.i1;1
Avas.s022.g85.i1;1
Avas.s022.g86.i1;1
Avas.s022.g91.i1;1
Avas.s022.g92.i1;1
Avas.s022.g93.i1;1
Avas.s022.g99.i1;1
Avas.s022.g101.i1;1
Avas.s022.g102.i1;1
Avas.s022.g103.i1;1
Avas.s022.g106.i1;1
Avas.s022.g108.i1;1
Avas.s022.g109.i1;1
Avas.s022.g110.i1;1
Avas.s022.g113.i1;1
Avas.s022.g114.i1;1
Avas.s022.g115.i1;1
Avas.s022.g117.i1;1
Avas.s022.g118.i1;1
Avas.s022.g121.i1;1
Avas.s022.g122.i1;1
Avas.s022.g122.i2;1
Avas.s022.g125.i1;1
Avas.s022.g126.i1;1
Avas.s022.g128.i1;1
Avas.s022.g129.i1;1
Avas.s022.g134.i1;1
Avas.s022.g136.i1;1
Avas.s022.g143.i1;1
Avas.s022.g144.i1;1
Avas.s022.g146.i1;1
Avas.s022.g151.i1;1
Avas.s022.g152.i1;1
Avas.s022.g153.i1;1
Avas.s022.g156.i1;1
Avas.s022.g162.i1;1
Avas.s022.g164.i1;1
Avas.s022.g165.i2;1
Avas.s022.g165.i1;1
Avas.s022.g166.i1;1
Avas.s022.g168.i1;1
Avas.s022.g170.i1;1
Avas.s022.g171.i1;1
Avas.s022.g172.i1;1
Avas.s022.g174.i1;1
Avas.s022.g175.i1;1
Avas.s022.g176.i1;1
Avas.s022.g177.i1;1
Avas.s022.g178.i1;1
Avas.s022.g179.i1;1
Avas.s022.g180.i1;1
Avas.s022.g181.i1;1
Avas.s022.g183.i1;1
Avas.s022.g182.i1;1
Avas.s022.g182.i2;1
Avas.s022.g184.i1;1
Avas.s022.g185.i1;1
Avas.s022.g186.i1;1
Avas.s022.g187.i1;1
Avas.s022.g188.i1;1
Avas.s022.g189.i1;1
Avas.s022.g190.i1;1
Avas.s022.g191.i1;1
Avas.s022.g194.i1;1
Avas.s022.g195.i1;1
Avas.s022.g196.i1;1
Avas.s022.g198.i1;1
Avas.s022.g199.i1;1
Avas.s022.g201.i1;1
Avas.s022.g203.i1;1
Avas.s022.g204.i1;1
Avas.s022.g205.i1;1
Avas.s022.g206.i1;1
Avas.s022.g208.i1;1
Avas.s022.g210.i1;1
Avas.s022.g211.i1;1
Avas.s022.g212.i1;1
Avas.s022.g213.i1;1
Avas.s022.g214.i1;1
Avas.s022.g215.i1;1
Avas.s022.g216.i1;1
Avas.s022.g217.i1;1
Avas.s022.g222.i1;1
Avas.s022.g219.i1;1
Avas.s022.g220.i1;1
Avas.s022.g221.i1;1
Avas.s022.g223.i1;1
Avas.s022.g226.i1;1
Avas.s022.g227.i1;1
Avas.s022.g228.i1;1
Avas.s022.g229.i1;1
Avas.s022.g229.i2;1
Avas.s022.g231.i1;1
Avas.s022.g234.i1;1
Avas.s022.g235.i1;1
Avas.s022.g236.i1;1
Avas.s022.g237.i1;1
Avas.s022.g243.i1;1
Avas.s022.g244.i1;1
Avas.s022.g245.i1;1
Avas.s022.g246.i1;1
Avas.s022.g250.i1;1
Avas.s022.g256.i1;1
Avas.s022.g257.i1;1
Avas.s022.g258.i1;1
Avas.s022.g259.i1;1
Avas.s022.g259.i2;1
Avas.s022.g263.i1;1
Avas.s022.g265.i1;1
Avas.s022.g266.i1;1
Avas.s022.g267.i1;1
Avas.s022.g268.i1;1
Avas.s022.g269.i1;1
Avas.s022.g270.i1;1
Avas.s022.g272.i1;1
Avas.s022.g273.i1;1
Avas.s022.g274.i1;1
Avas.s022.g275.i1;1
Avas.s022.g278.i1;1
Avas.s022.g279.i1;1
