gene_id	Aphrocallistes_vastus	Oopsacas_minuta	Hyalonema_populiferum	Rosella_fibulata	Sympagella_nux	Euplectella_aspergillum	Amphidiscella_abyssalis	Aulocalyx_serialis	Bolosoma_cyanae	Caulophacus_discohexaster	Chaunoplectella_sp	Corbitella_sp	Eurete_sp	Farrea_occa	Farrea_similaris	Lanuginellinae_sp	Regadrella_okinoseana	Saccocalyx_tetractinus	Trychella_sp	Walteria_leuckarti	Amphimedon_queenslandica	Ephydatia_muelleri
569294at33208	1	1	0	1	1	1	1	100	0.01	100	100	0	1	1	0.01	1	1	1	1	1	1	1
569303at33208	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
569812at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
569878at33208	0.01	1	0.01	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	1	100	0	0.01	0	0.01	0.01	0.01	1	1
570262at33208	1	0	1	1	1	1	1	100	100	100	1	1	1	1	1	1	1	1	1	100	1	1
570646at33208	1	1	1	1	1	1	0	100	1	1	1	1	1	1	0.01	1	1	0.01	1	1	1	1
570717at33208	1	1	1	1	100	1	1	1	1	1	100	1	1	1	1	1	1	1	100	100	1	0
571149at33208	1	1	0	0	100	0	0	0.01	0.01	0	0	0	1	1	0	0.01	0	0	0	0	0	1
571944at33208	0	0	0	0	0	0	0	0	0	0	1	0	0	0.01	0	0	0	0	0	0.01	0	0
572074at33208	1	1	0	0	100	1	0.01	1	1	1	1	1	1	1	0.01	0.01	1	0	1	1	1	1
572434at33208	1	1	0.01	1	1	1	1	1	1	100	100	1	100	100	0	100	100	100	1	100	1	1
572463at33208	1	1	0	1	1	0.01	0.01	100	1	1	0.01	0	1	1	0	1	1	0	1	100	1	1
572754at33208	1	1	1	1	1	1	1	100	100	100	100	1	1	1	1	100	1	1	1	100	1	1
572845at33208	1	1	0	0.01	100	0.01	1	1	1	100	100	1	1	1	0	1	1	1	1	100	100	1
573203at33208	1	1	0	0	1	0	0	1	1	0.01	0	0	100	1	0	1	1	1	1	0	1	1
573237at33208	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0
573313at33208	100	100	0	100	100	0	0	1	0	100	0	0	1	100	0	1	100	0	1	0	1	1
574311at33208	1	1	0	0	1	0	0	100	1	0	1	1	100	1	0	0	1	0	1	1	1	1
575360at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
576633at33208	1	1	1	100	100	1	1	100	100	100	100	1	1	1	1	100	1	1	1	100	1	100
576938at33208	0	0.01	0	0.01	100	0	0.01	1	0.01	0.01	0.01	0.01	0.01	0.01	0	1	0.01	0.01	1	0.01	1	0.01
576997at33208	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	100
577068at33208	1	1	0	0	100	0	1	100	1	1	100	1	1	1	0.01	1	1	1	1	1	0.01	1
577339at33208	0	0.01	0	0	0.01	0	0	0	0	0.01	0	0	0	0.01	0.01	0	0	0	0	0	1	0
577929at33208	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0	0	0.01	0	0.01	1	0	1	0	0.01	0.01
578354at33208	1	1	1	1	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	0
578582at33208	1	1	0	1	100	1	1	1	100	100	100	1	1	1	1	1	0	1	1	100	1	0
578684at33208	1	0.01	0.01	0	0.01	0	0.01	1	100	1	100	0	100	1	0	100	1	1	1	1	1	100
578726at33208	1	1	0	1	1	0.01	0.01	1	1	1	100	0.01	1	1	0.01	100	1	1	1	1	1	100
578734at33208	1	1	0	1	1	0	0	100	1	1	100	1	1	1	0	1	1	0	1	100	1	100
578959at33208	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	100	100	0
579029at33208	1	1	0	1	1	1	1	100	100	100	1	1	100	100	0	1	100	0	1	1	1	1
580062at33208	1	1	0	0	1	1	0	100	1	1	1	0.01	1	1	0	1	1	0	1	1	1	0
580288at33208	1	1	0.01	100	1	1	100	100	100	100	100	100	100	100	1	100	100	1	100	100	1	1
580851at33208	1	1	0.01	0.01	1	0	1	1	1	1	100	1	1	1	0	100	1	0.01	1	1	0.01	1
580896at33208	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0.01	1	0
581006at33208	1	0	0	1	100	0	0	100	1	1	100	0	100	100	0	1	100	0	0.01	1	1	1
581475at33208	1	1	0	0	1	0	1	100	1	1	1	1	1	1	1	1	100	0	1	1	1	1
581543at33208	1	1	0	1	1	0	1	100	1	100	100	1	1	1	0.01	100	100	1	1	100	1	1
581547at33208	1	1	1	1	1	1	100	100	100	100	100	1	100	100	1	100	100	100	100	100	1	0
581621at33208	1	1	100	1	1	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	1	1
581717at33208	1	1	0	0	100	0	0	1	1	1	100	0	1	1	0	1	1	1	1	1	1	1
581779at33208	1	1	0	0.01	1	0	0.01	1	1	1	1	0	1	1	0	1	1	1	1	100	1	1
582265at33208	1	1	0	0.01	1	1	1	1	1	0	1	0	1	1	0.01	0.01	1	1	1	1	1	1
582341at33208	1	1	1	1	1	0	100	100	100	100	100	100	100	100	100	100	100	1	100	100	1	100
582473at33208	1	1	1	1	100	0	0.01	1	1	1	1	0	1	1	0.01	1	1	1	1	0.01	1	0
582823at33208	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0.01	0.01
582951at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
583626at33208	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0.01	0	1	1	1	0
584023at33208	1	1	0.01	1	1	0.01	1	100	1	1	1	0.01	1	1	1	1	1	0.01	1	100	1	0
584333at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
584373at33208	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
585078at33208	100	1	1	1	1	0.01	1	100	1	100	1	1	1	1	1	100	1	1	1	100	1	0
585232at33208	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
585305at33208	0	0	1	0	1	0.01	1	1	100	0	0	0	1	0	0	0	100	0	100	1	1	0
585313at33208	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	100	1	1	100	1	1
585656at33208	1	1	0.01	1	1	1	1	1	100	1	1	0.01	1	100	0.01	1	1	0	100	100	1	1
585726at33208	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0.01	0	0	1	0	100	1
585809at33208	1	100	0	1	100	0.01	1	1	1	1	100	0.01	1	1	0	1	1	0	1	1	1	0
586156at33208	1	1	100	0.01	1	1	0	100	1	100	100	1	1	100	1	1	100	0.01	1	100	1	0
586310at33208	1	1	0.01	0	0	0	1	1	1	100	0.01	1	1	0	0.01	0.01	100	1	1	1	1	100
586690at33208	1	1	1	1	100	1	1	100	1	100	1	1	100	1	1	100	100	1	100	100	1	1
586719at33208	1	1	0	0	1	1	1	100	100	100	100	1	1	1	0	100	1	1	1	100	1	1
587399at33208	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1
587407at33208	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0.01	0.01	0	0	0	0.01	1	1
587513at33208	1	1	0.01	1	1	0.01	0	1	1	1	1	0	1	1	1	1	1	0.01	1	1	1	100
587688at33208	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0
587958at33208	100	1	0.01	1	1	1	0	100	100	100	100	0	1	100	1	100	100	1	100	100	1	0.01
589773at33208	1	1	0	1	0	1	1	1	1	1	100	0	1	1	0	100	100	1	1	100	1	1
589901at33208	1	1	0	1	1	1	0.01	100	1	1	1	0	1	1	0	1	1	0.01	1	100	1	1
590221at33208	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
590347at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
590416at33208	1	1	100	1	1	1	1	100	100	100	100	1	1	1	0.01	100	100	1	1	100	1	1
590470at33208	1	1	0	0.01	1	1	1	1	1	1	1	1	1	1	0.01	1	1	0.01	1	1	1	0
591316at33208	0.01	0.01	0	0.01	1	0	0	0	0	1	0.01	0	0	1	0.01	1	0	0	1	0	1	0
591391at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591498at33208	1	1	0	1	100	0.01	1	1	1	1	100	1	1	1	1	1	1	1	1	1	1	0
592087at33208	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1
592094at33208	1	1	1	1	1	0.01	1	100	1	100	1	1	1	1	0.01	1	1	1	1	1	1	100
592759at33208	1	0.01	100	0	1	1	100	0.01	1	100	1	0	1	1	0.01	1	0.01	0	1	1	1	1
592872at33208	1	1	0.01	1	1	0.01	0	100	1	1	1	1	1	1	0.01	1	1	1	1	1	1	1
594172at33208	1	1	1	0	1	1	1	100	100	100	100	100	100	100	1	100	100	0	100	100	1	1
594271at33208	1	1	0	1	1	1	1	1	1	100	1	1	1	1	0	1	100	1	1	1	100	1
594842at33208	1	1	1	1	1	0	1	1	1	100	100	1	1	1	0	100	100	1	1	100	1	1
594937at33208	1	1	0.01	0	100	1	0.01	1	1	1	0.01	0	1	1	0	1	1	0	1	1	1	0
595010at33208	1	1	0	1	1	1	0.01	100	0.01	1	1	1	1	0	0	1	1	1	1	1	1	1
595316at33208	1	1	0	0	100	1	1	100	1	1	100	1	1	1	0.01	100	1	1	1	1	0.01	1
595404at33208	1	1	0	1	1	1	1	100	1	100	1	1	1	0	1	1	1	1	1	1	1	1
595858at33208	1	1	0	0.01	0.01	0	0.01	1	1	1	1	0.01	1	1	0	1	1	0	0.01	0.01	1	1
596131at33208	1	1	1	1	1	0	1	100	1	1	100	1	1	1	0.01	1	100	1	1	100	1	1
596973at33208	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0	0	0	0.01	0.01	0.01	0.01	0.01	1	100
597023at33208	1	0.01	0.01	0.01	0.01	0.01	0	1	0.01	0.01	0.01	0	1	0.01	0	0.01	1	0	1	100	0.01	0.01
597816at33208	1	1	1	0	1	1	1	1	1	1	100	1	1	100	1	1	100	1	100	100	0	0
598405at33208	1	1	1	0	1	0	1	100	100	100	100	0	1	1	1	100	100	1	1	100	1	1
598944at33208	1	1	0	1	1	0	1	1	1	100	100	0	1	100	0.01	100	100	1	1	1	1	0.01
599320at33208	1	0	1	0	1	1	100	100	100	1	100	100	100	100	100	100	100	1	1	1	1	100
600462at33208	1	1	0	0	1	1	1	1	1	1	100	1	0.01	1	0	0.01	1	0.01	1	1	1	1
600823at33208	1	1	0	0	1	0	0	1	0	0.01	0	0	1	1	0	0.01	1	0.01	1	0	1	0
601242at33208	1	1	1	1	1	0.01	0	100	1	100	100	1	1	1	0.01	100	1	0.01	1	100	1	1
601650at33208	1	1	1	0	1	1	1	100	1	1	1	1	1	1	0	1	100	1	1	100	1	0
601768at33208	0	0	0	0	0	0	0	0.01	0.01	0	1	0	1	0	0	1	0	0	0	1	0	0
601875at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100
601886at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
601967at33208	100	1	0	0	1	1	100	100	1	1	100	1	0	1	0	100	1	1	1	100	1	1
602089at33208	0	0	1	1	1	0	1	100	100	1	100	1	100	100	1	100	1	1	1	100	1	100
602148at33208	1	0.01	1	0.01	0.01	0.01	1	1	1	100	100	0.01	1	0.01	0.01	1	1	0.01	1	1	100	1
602587at33208	1	0	0	0	100	0	0.01	1	100	0	1	1	1	1	0	1	1	0	1	1	1	1
603239at33208	0	1	0	0	0	0	100	0	1	0	0	0.01	0	0	0	0	100	0	0	0	1	1
603370at33208	1	1	0.01	1	1	1	1	100	100	100	100	100	100	100	100	100	100	1	100	100	1	0
603609at33208	1	1	1	0	100	1	0	100	1	1	1	1	1	1	1	1	1	1	1	100	0.01	0
603673at33208	1	1	0	1	1	0.01	1	100	100	1	100	0	1	1	1	100	1	0	100	100	100	1
604211at33208	1	0	0.01	0	100	0	0	1	0.01	1	0.01	0	1	1	0	1	1	0	0	0	1	1
604943at33208	1	1	1	1	1	1	0	100	1	100	100	1	100	100	1	100	100	1	1	1	1	1
605189at33208	0.01	0	0	0	0.01	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0	0.01	0.01	1	1
606048at33208	1	1	0	1	100	0	1	100	100	1	100	1	1	1	0	100	100	1	100	100	1	0
606539at33208	1	1	1	0	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	100
606748at33208	1	1	1	1	1	100	1	100	100	100	100	1	1	1	0	100	0	100	1	100	1	0
606776at33208	0.01	1	0	0.01	1	0	1	100	100	100	100	0.01	0.01	0.01	0	100	1	1	100	1	0.01	1
606795at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
606958at33208	1	1	0	0	1	0	0	1	1	0	100	0	1	0	0	0	0	0	0	1	1	100
607862at33208	1	1	1	100	100	1	100	100	1	1	1	100	100	100	1	100	100	100	100	100	100	1
608011at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
608074at33208	1	1	0	1	1	1	0.01	1	1	1	100	0	1	1	0.01	100	1	1	1	100	1	1
608190at33208	1	1	1	0.01	100	1	0	100	100	100	100	1	1	1	1	1	1	1	0	100	1	1
608669at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608869at33208	1	1	0.01	0	100	1	1	1	1	100	100	1	1	1	1	100	1	1	100	100	1	0
608924at33208	1	1	1	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	1
609899at33208	1	1	1	0	100	0	1	100	1	1	100	1	100	1	0	1	1	1	1	0.01	1	0
610427at33208	1	1	1	1	1	1	1	100	1	100	100	1	1	1	0	100	1	1	1	100	1	0
610541at33208	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0.01
611258at33208	1	1	0	1	100	0.01	0	1	1	1	1	0	1	1	0.01	1	100	1	1	0.01	1	1
611279at33208	1	1	0.01	0	1	0.01	0.01	1	1	1	1	0.01	1	1	0.01	1	1	0	1	1	1	1
611373at33208	1	1	0.01	0	0	0	1	1	1	100	100	0	1	1	1	1	100	0	100	100	1	1
611891at33208	1	1	0	1	1	0	1	100	1	100	100	1	1	1	0	100	1	0	1	1	1	1
612760at33208	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	100	100	0	1	0	1	1
612825at33208	0.01	0.01	0	0	0.01	1	1	1	1	0.01	1	0.01	0	1	0	0.01	1	0	1	1	1	0
613522at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
613580at33208	1	1	0	1	1	1	1	1	1	1	1	0.01	1	1	0.01	1	100	1	1	100	100	1
613851at33208	1	1	1	1	1	1	100	100	1	1	100	1	100	100	1	100	100	100	1	100	1	1
614305at33208	0	0	0	0	0	0	0	1	0	0	0	0	0.01	1	0	0	0	0	1	0	0	0
615531at33208	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	100	1
615585at33208	1	1	0	0	100	0	0	0.01	1	1	1	0	1	1	0	1	1	0	1	100	1	0
615840at33208	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
616120at33208	1	1	1	1	1	1	1	100	100	100	100	1	1	1	0	100	100	1	1	100	1	0.01
616149at33208	1	1	1	1	1	1	0	1	0	1	1	0	1	0.01	0	1	1	1	1	0	1	0
616613at33208	1	1	0.01	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1
616716at33208	1	1	100	1	1	1	1	100	100	100	100	1	1	100	1	100	100	1	100	100	1	1
617020at33208	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	100
617441at33208	1	1	0	1	1	0.01	100	100	100	1	100	1	100	100	1	100	100	100	100	100	1	0
617522at33208	1	0	0	0	1	0	1	100	1	1	1	1	100	1	0	1	100	0	1	0	1	1
617667at33208	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1
618339at33208	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1
618421at33208	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	1	1
618516at33208	1	1	0	0.01	1	0	0	1	1	1	1	1	1	1	0.01	1	1	0.01	1	100	1	1
618986at33208	1	1	0	0	1	1	1	100	1	1	1	0	1	100	0.01	1	1	1	100	100	1	0.01
619250at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
619326at33208	1	1	0	1	1	0	1	100	100	100	100	1	1	100	1	100	100	1	1	100	1	0
619415at33208	1	1	0.01	100	1	0	0.01	0.01	1	1	1	0	100	1	0	1	1	0	1	0.01	1	1
620546at33208	1	1	1	1	100	1	0	100	1	1	1	1	100	1	0	1	1	0	1	1	1	1
620753at33208	1	1	0	1	1	0.01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
621585at33208	1	1	0	0.01	1	1	0.01	100	1	100	1	1	100	1	0	1	1	1	1	100	1	1
621808at33208	1	1	1	0	100	0	0	100	100	100	100	1	100	1	1	100	1	1	1	100	1	0
622156at33208	1	1	0	0	0.01	0	1	1	1	1	0	0	1	1	0	1	0.01	0	1	0.01	1	1
622172at33208	0.01	0.01	0	0.01	0.01	1	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0
622270at33208	1	1	1	1	1	1	0	100	1	100	100	0	100	100	0	100	100	0	100	100	1	1
622461at33208	1	1	1	1	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1
622560at33208	1	1	1	0.01	1	1	100	1	100	100	100	100	1	100	100	100	100	1	100	100	1	1
623138at33208	1	1	1	1	1	0.01	1	100	1	100	1	0	0	1	0	1	100	0	1	0.01	1	1
623324at33208	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0.01	1
623444at33208	1	1	0	0.01	1	1	1	1	1	1	100	0.01	1	100	0.01	1	1	1	100	100	1	1
623995at33208	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
625077at33208	1	1	1	1	1	1	1	100	1	100	100	1	1	1	1	100	100	0	1	100	1	0.01
625091at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
625769at33208	1	1	1	0	100	1	1	100	1	1	100	1	1	1	1	1	100	1	1	100	1	1
628082at33208	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1
628231at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
628247at33208	1	1	0.01	100	1	1	1	100	1	100	100	1	1	1	1	100	1	0.01	1	100	1	1
629763at33208	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1
630073at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
631107at33208	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1	0.01	1	1	0	0.01	0.01	0.01	1	0.01	100	1
631173at33208	1	0	0	1	1	0	1	1	1	100	100	1	1	1	1	1	1	1	1	100	1	1
631196at33208	1	1	0	1	1	1	1	100	1	100	100	0	1	1	0	100	1	0.01	100	100	100	100
631662at33208	1	0	1	1	1	1	100	100	100	100	100	100	100	100	100	100	100	100	1	100	0	1
631767at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.01
631798at33208	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	1	0	0	0	1	1
631811at33208	1	1	0	1	1	1	0	1	1	1	100	0	1	1	0	1	100	1	1	1	1	0.01
632234at33208	1	1	1	1	100	0.01	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	0.01
632472at33208	1	1	0	100	1	0	1	100	1	100	100	0	1	1	1	1	1	1	1	100	1	1
632566at33208	1	1	0	0	1	0.01	1	100	1	100	100	1	1	1	0	1	100	1	100	100	100	0
633007at33208	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0
633282at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	100	1
633619at33208	0	1	0	1	1	0	1	100	100	100	100	0	0	1	1	1	1	1	1	100	1	1
634446at33208	1	1	1	1	1	0.01	0	100	100	0	1	1	0	0	0	100	1	0	0	100	1	0.01
634447at33208	1	1	0	1	1	1	1	100	1	100	100	1	1	1	0	100	100	1	1	1	1	0
636041at33208	1	1	0	100	1	0	1	100	1	1	100	0	1	1	0	1	1	0	1	100	0.01	1
636070at33208	1	0	0	0	1	0.01	1	100	100	100	100	0	1	1	1	100	1	1	1	100	1	0.01
636300at33208	1	1	100	1	1	1	1	100	100	100	100	1	100	100	1	100	100	1	1	100	1	100
636423at33208	1	0.01	100	1	1	0.01	1	100	100	100	100	0	1	1	0	100	1	1	1	100	1	0
637971at33208	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
638541at33208	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1
639252at33208	1	0	0	0	1	0	0	100	1	1	1	0	1	0	1	1	1	0	1	1	1	1
640187at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640349at33208	1	1	0	0	1	1	0	1	0	100	1	0	1	1	0	100	1	0	1	100	1	1
641073at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
641257at33208	1	1	0	1	1	1	1	100	1	100	100	0	1	1	1	100	1	1	1	100	1	0.01
642323at33208	1	1	0	1	1	1	100	100	100	100	100	1	100	100	0	100	100	1	100	100	1	100
642552at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
642773at33208	0	0	0	0	0	0	0	100	1	1	1	0	1	1	0	1	1	0	1	1	1	1
643380at33208	1	1	0	0	1	1	1	100	1	1	100	0	1	1	0	1	1	1	1	1	1	1
643883at33208	0	1	0	0	1	0	1	100	100	100	100	1	1	1	0	100	1	1	1	100	1	1
643954at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
644034at33208	1	1	0.01	0	1	1	1	100	100	1	100	1	1	1	0	100	100	1	1	100	1	1
648300at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.01
649979at33208	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	100	0.01	0.01
