Cas6                 PF09559.10   191 Avas.s022.g363.i1    -            264      0.01   15.8   0.0   1   1   1.7e-06     0.016   15.2   0.0   104   137   158   191   143   220 0.83 Cas6 Crispr
AIG1                 PF04548.16   212 Avas.s022.g363.i1    -            264     0.028   13.7   0.2   1   1   4.8e-06     0.043   13.1   0.2   113   176   117   183    61   211 0.67 AIG1 family
Cas6                 PF09559.10   191 Avas.s022.g355.i1    -            259     0.067   13.2   0.0   1   1   6.1e-06      0.11   12.4   0.0   104   135   158   189   144   209 0.86 Cas6 Crispr
Cas6                 PF09559.10   191 Avas.s022.g495.i1    -            259     0.065   13.2   0.0   1   1   5.9e-06      0.11   12.5   0.0   104   136   158   190   144   210 0.86 Cas6 Crispr
AIG1                 PF04548.16   212 Avas.s001.g277.i1    -            254   0.00013   21.3   0.0   1   1   2.1e-08   0.00019   20.9   0.0   112   179   118   183    68   191 0.86 AIG1 family
DUF2207              PF09972.9    492 Avas.s001.g277.i1    -            254      0.16   10.7   1.0   1   1   2.4e-05      0.21   10.3   1.0   318   430   137   242    93   251 0.53 Predicted membrane protein (DUF2207)
DUF842               PF05811.13   131 Avas.s022.g409.i1    -            233     0.015   15.0   0.1   1   1   5.1e-06     0.023   14.4   0.1    54    90   162   198   159   203 0.91 Eukaryotic protein of unknown function (DUF842)
AIG1                 PF04548.16   212 Avas.s022.g409.i1    -            233     0.017   14.4   0.0   1   1   5.4e-06     0.024   13.9   0.0   113   179   113   173    63   203 0.79 AIG1 family
DUF2031              PF09592.10   227 Avas.s022.g409.i1    -            233      0.05   13.1   0.1   1   1   2.1e-05     0.095   12.2   0.1   144   222   146   223   137   228 0.83 Protein of unknown function (DUF2031)
Pik1                 PF11522.8     51 Avas.s022.g409.i1    -            233     0.093   12.7   0.3   1   2     0.017        75    3.4   0.0    24    45    63    84    45    86 0.81 Yeast phosphatidylinositol-4-OH kinase Pik1
Pik1                 PF11522.8     51 Avas.s022.g409.i1    -            233     0.093   12.7   0.3   2   2    0.0015       6.8    6.7   0.1    22    40   171   187   159   190 0.79 Yeast phosphatidylinositol-4-OH kinase Pik1
Herpes_US9           PF06072.11    61 Avas.s022.g414.i1    -            268    0.0068   16.3   0.1   1   1     3e-06     0.018   14.9   0.1     2    54   186   238   185   243 0.77 Alphaherpesvirus tegument protein US9
DUF2207              PF09972.9    492 Avas.s022.g414.i1    -            268     0.074   11.8   0.0   1   1   1.7e-05       0.1   11.3   0.0   153   228   156   240   132   252 0.63 Predicted membrane protein (DUF2207)
OppC_N               PF12911.7     51 Avas.s022.g414.i1    -            268      0.97    9.5   3.2   1   2      0.52   3.1e+03   -1.8   0.0    25    31    79    85    77   112 0.56 N-terminal TM domain of oligopeptide transport permease C
OppC_N               PF12911.7     51 Avas.s022.g414.i1    -            268      0.97    9.5   3.2   2   2   0.00027       1.6    8.8   2.2    15    41   220   247   219   262 0.78 N-terminal TM domain of oligopeptide transport permease C
AIG1                 PF04548.16   212 Avas.s022.g382.i1    -            257     0.032   13.5   0.0   1   1     5e-06     0.045   13.1   0.0   113   184   105   174    59   203 0.76 AIG1 family
DUF5527              PF17665.1    139 Avas.s022.g382.i1    -            257       1.7    8.2   4.1   1   1   0.00035       3.1    7.3   4.1    41    65   207   232   197   242 0.79 Family of unknown function (DUF5527)
53-BP1_Tudor         PF09038.10   122 Avas.s022.g420.i1    -            240     0.033   14.1   0.0   1   1   3.4e-06     0.062   13.3   0.0    66   110    76   120    66   132 0.86 Tumour suppressor p53-binding protein-1 Tudor
AIG1                 PF04548.16   212 Avas.s022.g371.i1    -            471   3.2e-11   43.0   4.2   1   3   4.1e-07    0.0025   17.2   0.0   112   179   115   181    75   199 0.78 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g371.i1    -            471   3.2e-11   43.0   4.2   2   3   6.2e-05      0.37   10.1   0.0     2    33   222   253   221   271 0.86 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g371.i1    -            471   3.2e-11   43.0   4.2   3   3   1.6e-06    0.0098   15.2   0.9    95   177   328   420   281   453 0.73 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s022.g371.i1    -            471    0.0021   18.1   0.0   1   1   1.2e-06    0.0069   16.5   0.0     2    45   223   270   222   361 0.75 50S ribosome-binding GTPase
Glycos_transf_1      PF00534.20   172 Avas.s022.g371.i1    -            471      0.02   14.4   0.6   1   2   0.00019       1.2    8.7   0.0   123   165   145   189   142   192 0.88 Glycosyl transferases group 1
Glycos_transf_1      PF00534.20   172 Avas.s022.g371.i1    -            471      0.02   14.4   0.6   2   2    0.0072        43    3.6   0.1    11    82   336   407   327   415 0.85 Glycosyl transferases group 1
AIG1                 PF04548.16   212 Avas.s022.g393.i1    -           1041   1.6e-10   40.6   4.6   1   2   1.8e-05      0.11   11.9   0.0   113   178   113   177    61   192 0.83 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g393.i1    -           1041   1.6e-10   40.6   4.6   2   2   5.7e-10   3.4e-06   26.5   2.4     2   187   230   436   229   450 0.70 AIG1 family
DUF1512              PF07431.12   356 Avas.s022.g393.i1    -           1041    0.0019   17.2   0.2   1   3   3.2e-07    0.0019   17.2   0.2    16   107   105   192    94   196 0.84 Protein of unknown function (DUF1512)
DUF1512              PF07431.12   356 Avas.s022.g393.i1    -           1041    0.0019   17.2   0.2   2   3         1   6.1e+03   -4.1   0.1    42    72   376   411   373   437 0.56 Protein of unknown function (DUF1512)
DUF1512              PF07431.12   356 Avas.s022.g393.i1    -           1041    0.0019   17.2   0.2   3   3      0.14   8.5e+02   -1.3   0.1    73   128   847   902   827   904 0.74 Protein of unknown function (DUF1512)
Dynamin_N            PF00350.23   168 Avas.s022.g393.i1    -           1041      0.64   10.1   4.3   1   3   0.00016      0.93    9.5   0.1     2    22   232   252   231   259 0.89 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s022.g393.i1    -           1041      0.64   10.1   4.3   2   3       1.3   7.5e+03   -3.2   0.0   126   155   269   299   265   304 0.75 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s022.g393.i1    -           1041      0.64   10.1   4.3   3   3      0.11   6.5e+02    0.3   0.4    36    91   915   973   896  1029 0.76 Dynamin family
AIG1                 PF04548.16   212 Avas.s022.g393.i2    -            502   1.5e-12   47.3   6.2   1   2     1e-05     0.036   13.4   0.0   113   179   113   178    59   193 0.82 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g393.i2    -            502   1.5e-12   47.3   6.2   2   2   2.5e-11   8.9e-08   31.7   3.7     2   199   230   448   229   459 0.72 AIG1 family
DUF1512              PF07431.12   356 Avas.s022.g393.i2    -            502   0.00059   18.9   1.9   1   2   1.9e-07   0.00069   18.7   0.2    15   107   104   192    93   196 0.84 Protein of unknown function (DUF1512)
DUF1512              PF07431.12   356 Avas.s022.g393.i2    -            502   0.00059   18.9   1.9   2   2      0.26   9.5e+02   -1.5   0.1    41    98   375   437   369   451 0.70 Protein of unknown function (DUF1512)
SRP_SPB              PF02978.19    99 Avas.s022.g393.i2    -            502     0.094   13.3   0.7   1   1    0.0002      0.71   10.5   0.7    19    67    91   138    85   196 0.81 Signal peptide binding domain
Trypan_PARP          PF05887.11   134 Avas.s022.g393.i2    -            502     0.096   12.7  11.3   1   1   4.8e-05      0.17   11.9  11.3    59   107   441   489   416   493 0.71 Procyclic acidic repetitive protein (PARP)
Dynamin_N            PF00350.23   168 Avas.s022.g393.i2    -            502      0.13   12.3   1.7   1   3   0.00011      0.41   10.7   0.1     2    22   232   252   231   259 0.89 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s022.g393.i2    -            502      0.13   12.3   1.7   2   3      0.77   2.8e+03   -1.8   0.0   126   155   269   299   264   305 0.75 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s022.g393.i2    -            502      0.13   12.3   1.7   3   3      0.83     3e+03   -1.9   0.0   142   157   375   390   363   415 0.53 Dynamin family
AIG1                 PF04548.16   212 Avas.s022.g399.i1    -            466   1.9e-07   30.6   0.4   1   2     0.012   2.2e+02    1.0   0.0   142   167    15    40     2    57 0.76 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g399.i1    -            466   1.9e-07   30.6   0.4   2   2   1.7e-10     3e-06   26.7   0.1   107   197   214   307   132   317 0.71 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g404.i1    -           1084   7.1e-08   32.0   1.7   1   4   0.00019      0.56    9.5   0.0   113   164    22    73    18    88 0.84 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g404.i1    -           1084   7.1e-08   32.0   1.7   2   4   1.1e-10   3.4e-07   29.8   1.6     1   193   129   342   129   356 0.71 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g404.i1    -           1084   7.1e-08   32.0   1.7   3   4       2.8   8.5e+03   -4.2   0.6   165   186   741   762   717   782 0.58 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g404.i1    -           1084   7.1e-08   32.0   1.7   4   4       1.2   3.7e+03   -3.0   1.8   145   190   851   895   825   914 0.49 AIG1 family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   1  16       0.4   1.2e+03   -0.3   0.2    18    38   484   507   481   511 0.80 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   2  16      0.19   5.7e+02    0.7   3.1    16    39   517   539   495   541 0.82 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   3  16     0.034     1e+02    3.1   0.2    21    38   541   558   536   560 0.88 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   4  16     0.027        80    3.4   0.1    20    38   560   578   557   580 0.88 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   5  16   0.00085       2.5    8.2   0.1    15    38   596   619   595   622 0.93 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   6  16      0.22   6.7e+02    0.5   0.0    20    39   631   650   627   652 0.88 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   7  16   0.00086       2.6    8.2   0.1    15    38   657   680   656   683 0.93 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   8  16      0.22   6.5e+02    0.5   0.0    20    39   692   711   688   713 0.88 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7   9  16   0.00085       2.5    8.2   0.2    15    38   718   741   717   745 0.93 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7  10  16     0.041   1.2e+02    2.8   0.2    24    39   737   752   735   755 0.90 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7  11  16     0.029        88    3.3   0.2    21    38   754   771   750   773 0.88 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7  12  16      0.25   7.5e+02    0.3   0.0    20    39   773   792   771   794 0.88 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7  13  16   0.00018      0.53   10.4   0.1    15    39   799   823   798   825 0.95 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7  14  16   0.00085       2.5    8.2   0.1    15    38   830   853   829   856 0.93 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7  15  16     0.062   1.9e+02    2.3   0.1    25    39   850   864   849   865 0.91 DegQ (SacQ) family
DegQ                 PF08181.11    46 Avas.s022.g404.i1    -           1084     4e-07   30.0  59.7  16  16    0.0064        19    5.4   0.3    21    39   866   884   861   886 0.90 DegQ (SacQ) family
BORCS7               PF16088.5    103 Avas.s022.g404.i1    -           1084     0.069   13.4  33.4   1   6       2.6   7.8e+03   -2.8   0.1    55    72   269   286   264   305 0.67 BLOC-1-related complex sub-unit 7
BORCS7               PF16088.5    103 Avas.s022.g404.i1    -           1084     0.069   13.4  33.4   2   6    0.0043        13    6.1   0.5    28    98   486   562   459   570 0.84 BLOC-1-related complex sub-unit 7
BORCS7               PF16088.5    103 Avas.s022.g404.i1    -           1084     0.069   13.4  33.4   3   6     0.008        24    5.2   0.7    23    75   572   624   562   644 0.58 BLOC-1-related complex sub-unit 7
BORCS7               PF16088.5    103 Avas.s022.g404.i1    -           1084     0.069   13.4  33.4   4   6      0.02        60    4.0   0.5    29    75   639   685   623   705 0.58 BLOC-1-related complex sub-unit 7
BORCS7               PF16088.5    103 Avas.s022.g404.i1    -           1084     0.069   13.4  33.4   5   6   0.00052       1.5    9.1   1.3    28    99   699   776   694   783 0.88 BLOC-1-related complex sub-unit 7
BORCS7               PF16088.5    103 Avas.s022.g404.i1    -           1084     0.069   13.4  33.4   6   6    0.0019       5.7    7.3   4.4    23    99   806   888   776   891 0.75 BLOC-1-related complex sub-unit 7
Surp                 PF01805.20    53 Avas.s022.g404.i1    -           1084      0.14   12.1   2.3   1   5       2.5   7.5e+03   -3.0   0.0    10    20   529   539   527   543 0.86 Surp module
Surp                 PF01805.20    53 Avas.s022.g404.i1    -           1084      0.14   12.1   2.3   2   5      0.15   4.6e+02    0.9   0.1    11    26   743   758   741   773 0.76 Surp module
Surp                 PF01805.20    53 Avas.s022.g404.i1    -           1084      0.14   12.1   2.3   3   5       3.6   1.1e+04   -3.5   0.0    13    28   816   831   814   834 0.79 Surp module
Surp                 PF01805.20    53 Avas.s022.g404.i1    -           1084      0.14   12.1   2.3   4   5      0.26   7.7e+02    0.2   0.0    11    25   855   869   853   874 0.84 Surp module
Surp                 PF01805.20    53 Avas.s022.g404.i1    -           1084      0.14   12.1   2.3   5   5     0.015        44    4.2   0.1    11    29   875   893   872   894 0.91 Surp module
VP9                  PF09625.10    79 Avas.s022.g404.i1    -           1084      0.51   10.5   9.4   1   7       1.1   3.3e+03   -1.7   0.0    14    34   514   534   512   540 0.87 VP9 protein
VP9                  PF09625.10    79 Avas.s022.g404.i1    -           1084      0.51   10.5   9.4   2   7      0.57   1.7e+03   -0.7   0.1     9    34   529   554   521   564 0.80 VP9 protein
VP9                  PF09625.10    79 Avas.s022.g404.i1    -           1084      0.51   10.5   9.4   3   7       1.4   4.1e+03   -2.0   0.0    12    34   552   574   542   580 0.83 VP9 protein
VP9                  PF09625.10    79 Avas.s022.g404.i1    -           1084      0.51   10.5   9.4   4   7       0.4   1.2e+03   -0.3   0.0    10    33   621   644   602   659 0.60 VP9 protein
VP9                  PF09625.10    79 Avas.s022.g404.i1    -           1084      0.51   10.5   9.4   5   7      0.41   1.2e+03   -0.3   0.0    10    33   682   705   664   720 0.61 VP9 protein
VP9                  PF09625.10    79 Avas.s022.g404.i1    -           1084      0.51   10.5   9.4   6   7     0.014        41    4.4   0.1    10    34   743   767   727   789 0.88 VP9 protein
VP9                  PF09625.10    79 Avas.s022.g404.i1    -           1084      0.51   10.5   9.4   7   7     0.011        32    4.8   0.1    10    34   855   879   840   921 0.86 VP9 protein
DNA_pol3_alpha       PF07733.12   260 Avas.s022.g404.i1    -           1084         4    6.9  17.3   1   6      0.28   8.2e+02   -0.6   0.1   165   210   466   513   446   515 0.68 Bacterial DNA polymerase III alpha NTPase domain
DNA_pol3_alpha       PF07733.12   260 Avas.s022.g404.i1    -           1084         4    6.9  17.3   2   6      0.29   8.7e+02   -0.7   0.1   164   203   530   567   501   584 0.51 Bacterial DNA polymerase III alpha NTPase domain
DNA_pol3_alpha       PF07733.12   260 Avas.s022.g404.i1    -           1084         4    6.9  17.3   3   6      0.02        60    3.1   0.1   162   212   597   647   585   651 0.82 Bacterial DNA polymerase III alpha NTPase domain
DNA_pol3_alpha       PF07733.12   260 Avas.s022.g404.i1    -           1084         4    6.9  17.3   4   6      0.02        59    3.1   0.1   163   212   659   708   647   726 0.81 Bacterial DNA polymerase III alpha NTPase domain
DNA_pol3_alpha       PF07733.12   260 Avas.s022.g404.i1    -           1084         4    6.9  17.3   5   6     0.008        24    4.4   0.2   157   211   736   788   710   790 0.59 Bacterial DNA polymerase III alpha NTPase domain
DNA_pol3_alpha       PF07733.12   260 Avas.s022.g404.i1    -           1084         4    6.9  17.3   6   6      0.02        61    3.1   0.4   162   208   831   877   790   882 0.74 Bacterial DNA polymerase III alpha NTPase domain
AIG1                 PF04548.16   212 Avas.s022.g378.i1    -            633   1.1e-11   44.5   8.5   1   3   8.1e-08   0.00073   18.9   0.4   107   172   117   180    62   222 0.69 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g378.i1    -            633   1.1e-11   44.5   8.5   2   3   5.7e-10   5.1e-06   26.0   2.4     2   166   231   422   230   438 0.73 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g378.i1    -            633   1.1e-11   44.5   8.5   3   3      0.78     7e+03   -3.9   0.0   115   130   609   624   607   629 0.79 AIG1 family
NAD_binding_5        PF07994.12   322 Avas.s022.g378.i1    -            633      0.43    9.9   2.9   1   2   2.9e-05      0.26   10.6   0.5    59   169   395   506   383   520 0.80 Myo-inositol-1-phosphate synthase
NAD_binding_5        PF07994.12   322 Avas.s022.g378.i1    -            633      0.43    9.9   2.9   2   2      0.36   3.2e+03   -2.8   0.1    95   139   542   586   537   595 0.79 Myo-inositol-1-phosphate synthase
AIG1                 PF04548.16   212 Avas.s022.g369.i1    -            671   2.5e-08   33.5  10.4   1   3   4.6e-06     0.041   13.2   0.1   112   179   119   186    64   210 0.77 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g369.i1    -            671   2.5e-08   33.5  10.4   2   3   1.5e-07    0.0013   18.1   0.9     4   184   229   428   226   455 0.66 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g369.i1    -            671   2.5e-08   33.5  10.4   3   3    0.0032        28    3.9   0.7    90   171   510   588   487   628 0.72 AIG1 family
53-BP1_Tudor         PF09038.10   122 Avas.s022.g369.i1    -            671      0.11   12.4   0.1   1   1   3.4e-05      0.31   11.0   0.1    65   113    89   137    68   144 0.82 Tumour suppressor p53-binding protein-1 Tudor
AIG1                 PF04548.16   212 Avas.s022.g384.i1    -            467   1.3e-09   37.7   0.1   1   3   0.00053       1.6    8.0   0.0   113   171   119   177   112   213 0.78 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g384.i1    -            467   1.3e-09   37.7   0.1   2   3    0.0017       4.9    6.4   0.0     2    23   226   247   225   260 0.90 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g384.i1    -            467   1.3e-09   37.7   0.1   3   3   1.6e-07   0.00048   19.5   0.0    48   187   292   436   282   447 0.80 AIG1 family
SEA                  PF01390.20   106 Avas.s022.g384.i1    -            467     0.004   17.2   0.2   1   3     0.092   2.7e+02    1.7   0.0    67    90   123   145   110   149 0.75 SEA domain
SEA                  PF01390.20   106 Avas.s022.g384.i1    -            467     0.004   17.2   0.2   2   3     7e-05      0.21   11.7   0.0    18    66   192   240   179   246 0.88 SEA domain
SEA                  PF01390.20   106 Avas.s022.g384.i1    -            467     0.004   17.2   0.2   3   3      0.82   2.5e+03   -1.4   0.0    25    45   371   391   368   402 0.77 SEA domain
53-BP1_Tudor         PF09038.10   122 Avas.s022.g384.i1    -            467     0.048   13.6   0.0   1   1   3.1e-05     0.091   12.7   0.0    63   113    86   136    75   144 0.87 Tumour suppressor p53-binding protein-1 Tudor
DUF507               PF04368.13   182 Avas.s022.g384.i1    -            467     0.063   13.2   0.3   1   2    0.0014       4.2    7.3   0.0   146   167    26    47    12    50 0.89 Protein of unknown function (DUF507)
DUF507               PF04368.13   182 Avas.s022.g384.i1    -            467     0.063   13.2   0.3   2   2     0.028        84    3.0   0.1   128   157   364   393   361   396 0.88 Protein of unknown function (DUF507)
YppF                 PF14178.6     59 Avas.s022.g384.i1    -            467      0.09   12.7   1.0   1   2   9.2e-05      0.27   11.1   0.1     7    45   369   407   363   409 0.90 YppF-like protein
YppF                 PF14178.6     59 Avas.s022.g384.i1    -            467      0.09   12.7   1.0   2   2      0.62   1.9e+03   -1.2   0.1    20    30   422   432   418   437 0.83 YppF-like protein
Thioredoxin_13       PF18401.1    136 Avas.s022.g384.i1    -            467      0.12   12.2   0.9   1   2     0.035     1e+02    2.8   0.0     4    49   170   214   167   227 0.75 Thioredoxin-like domain
Thioredoxin_13       PF18401.1    136 Avas.s022.g384.i1    -            467      0.12   12.2   0.9   2   2    0.0011       3.3    7.6   0.2    52    92   377   422   367   434 0.76 Thioredoxin-like domain
AIG1                 PF04548.16   212 Avas.s022.g412.i1    -            438   0.00021   20.7   7.1   1   2   0.00012       1.1    8.5   0.2   113   200   121   208    86   221 0.71 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g412.i1    -            438   0.00021   20.7   7.1   2   2   6.9e-06     0.062   12.6   2.0     2   163   228   413   227   431 0.75 AIG1 family
Lsm_interact         PF05391.11    19 Avas.s022.g412.i1    -            438      0.29   10.7   1.7   1   1   9.2e-05      0.83    9.2   1.7     5    13   334   342   332   344 0.84 Lsm interaction motif
AIG1                 PF04548.16   212 Avas.s001.g218.i1    -            739     5e-08   32.5   5.9   1   2   5.7e-06     0.051   12.9   0.0   115   176   264   328   256   355 0.73 AIG1 family
AIG1                 PF04548.16   212 Avas.s001.g218.i1    -            739     5e-08   32.5   5.9   2   2   1.6e-07    0.0014   18.0   3.0     2   168   369   563   368   589 0.71 AIG1 family
POTRA                PF07244.15    80 Avas.s001.g218.i1    -            739     0.042   14.4   0.3   1   2   2.9e-05      0.26   11.9   0.1     4    36   155   188   153   190 0.92 Surface antigen variable number repeat
POTRA                PF07244.15    80 Avas.s001.g218.i1    -            739     0.042   14.4   0.3   2   2       1.5   1.4e+04   -3.2   0.0    26    47   656   677   649   677 0.73 Surface antigen variable number repeat
AIG1                 PF04548.16   212 Avas.s022.g387.i1    -            646   6.8e-12   45.2   3.8   1   3   5.3e-08   0.00095   18.5   0.1   112   182   117   183    79   199 0.81 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g387.i1    -            646   6.8e-12   45.2   3.8   2   3   2.1e-10   3.8e-06   26.4   0.2     2   133   224   374   223   425 0.81 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g387.i1    -            646   6.8e-12   45.2   3.8   3   3      0.06   1.1e+03   -1.2   0.0   113   170   496   560   486   596 0.72 AIG1 family
AIG1                 PF04548.16   212 Avas.s120.g2.i1      -            626   5.8e-13   48.6   3.7   1   3   0.00017      0.76    9.1   0.0    88   195    83   195    57   211 0.67 AIG1 family
AIG1                 PF04548.16   212 Avas.s120.g2.i1      -            626   5.8e-13   48.6   3.7   2   3   5.9e-14   2.6e-10   40.0   0.2     3   176   222   407   220   439 0.79 AIG1 family
AIG1                 PF04548.16   212 Avas.s120.g2.i1      -            626   5.8e-13   48.6   3.7   3   3      0.88   3.9e+03   -3.1   0.1    59    74   469   484   462   487 0.82 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s120.g2.i1      -            626    0.0021   18.2   0.0   1   1   1.7e-06    0.0078   16.3   0.0     3    92   223   321   221   350 0.70 50S ribosome-binding GTPase
BRCT_2               PF16589.5     85 Avas.s120.g2.i1      -            626     0.019   15.4   0.1   1   1     2e-05     0.088   13.2   0.1     7    51   541   586   535   613 0.76 BRCT domain, a BRCA1 C-terminus domain
ABC_tran             PF00005.27   137 Avas.s120.g2.i1      -            626     0.029   14.9   0.0   1   1   2.1e-05     0.096   13.2   0.0    14    37   222   245   212   346 0.75 ABC transporter
AIG1                 PF04548.16   212 Avas.s032.g3.i1      -            506   1.8e-14   53.6  12.7   1   3     4e-06     0.014   14.7   0.1   112   185   116   188    61   213 0.70 AIG1 family
AIG1                 PF04548.16   212 Avas.s032.g3.i1      -            506   1.8e-14   53.6  12.7   2   3   2.6e-16   9.4e-13   48.0   0.8     2   199   225   430   224   444 0.77 AIG1 family
AIG1                 PF04548.16   212 Avas.s032.g3.i1      -            506   1.8e-14   53.6  12.7   3   3       1.9   6.9e+03   -3.9   1.5   170   206   457   493   448   499 0.65 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s032.g3.i1      -            506    0.0059   16.7   0.0   1   2       1.1   3.9e+03   -2.1   0.0   100   100   106   106    61   154 0.58 50S ribosome-binding GTPase
MMR_HSR1             PF01926.23   114 Avas.s032.g3.i1      -            506    0.0059   16.7   0.0   2   2   7.6e-06     0.027   14.5   0.0     1   101   225   335   225   352 0.63 50S ribosome-binding GTPase
Glycos_transf_2      PF00535.26   170 Avas.s032.g3.i1      -            506     0.059   13.2   0.0   1   1   4.1e-05      0.15   11.9   0.0    71   132   150   208   146   237 0.78 Glycosyl transferase family 2
Dynamin_N            PF00350.23   168 Avas.s032.g3.i1      -            506     0.095   12.8   0.0   1   3       1.8   6.5e+03   -3.0   0.1    79    79   143   143   105   186 0.57 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s032.g3.i1      -            506     0.095   12.8   0.0   2   3   2.7e-05     0.095   12.8   0.0     1    22   226   247   226   255 0.90 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s032.g3.i1      -            506     0.095   12.8   0.0   3   3      0.76   2.7e+03   -1.8   1.5    55    55   447   447   365   504 0.53 Dynamin family
CPT                  PF07931.12   174 Avas.s032.g3.i1      -            506      0.13   12.0   0.0   1   2     0.014        51    3.6   0.0    21    85   153   217   142   221 0.80 Chloramphenicol phosphotransferase-like protein
CPT                  PF07931.12   174 Avas.s032.g3.i1      -            506      0.13   12.0   0.0   2   2    0.0032        12    5.7   0.0     3    30   226   252   224   259 0.79 Chloramphenicol phosphotransferase-like protein
AIG1                 PF04548.16   212 Avas.s032.g8.i1      -            506   1.8e-14   53.6  12.7   1   3     4e-06     0.014   14.7   0.1   112   185   116   188    61   213 0.70 AIG1 family
AIG1                 PF04548.16   212 Avas.s032.g8.i1      -            506   1.8e-14   53.6  12.7   2   3   2.6e-16   9.4e-13   48.0   0.8     2   199   225   430   224   444 0.77 AIG1 family
AIG1                 PF04548.16   212 Avas.s032.g8.i1      -            506   1.8e-14   53.6  12.7   3   3       1.9   6.9e+03   -3.9   1.5   170   206   457   493   448   499 0.65 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s032.g8.i1      -            506    0.0059   16.7   0.0   1   2       1.1   3.9e+03   -2.1   0.0   100   100   106   106    61   154 0.58 50S ribosome-binding GTPase
MMR_HSR1             PF01926.23   114 Avas.s032.g8.i1      -            506    0.0059   16.7   0.0   2   2   7.6e-06     0.027   14.5   0.0     1   101   225   335   225   352 0.63 50S ribosome-binding GTPase
Glycos_transf_2      PF00535.26   170 Avas.s032.g8.i1      -            506     0.059   13.2   0.0   1   1   4.1e-05      0.15   11.9   0.0    71   132   150   208   146   237 0.78 Glycosyl transferase family 2
Dynamin_N            PF00350.23   168 Avas.s032.g8.i1      -            506     0.095   12.8   0.0   1   3       1.8   6.5e+03   -3.0   0.1    79    79   143   143   105   186 0.57 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s032.g8.i1      -            506     0.095   12.8   0.0   2   3   2.7e-05     0.095   12.8   0.0     1    22   226   247   226   255 0.90 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s032.g8.i1      -            506     0.095   12.8   0.0   3   3      0.76   2.7e+03   -1.8   1.5    55    55   447   447   365   504 0.53 Dynamin family
CPT                  PF07931.12   174 Avas.s032.g8.i1      -            506      0.13   12.0   0.0   1   2     0.014        51    3.6   0.0    21    85   153   217   142   221 0.80 Chloramphenicol phosphotransferase-like protein
