s1	Aphrocallistes_vastus_HiC-scaffold_022	22	1744046	0.021714	73090747	0.909994	-
g	Avas.s022.g525.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15996.mRNA.1	JAKMXF010000133.1	73035709.0	23150387.0	871.0
g	Avas.s022.g526.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15995.mRNA.2	JAKMXF010000133.1	73040158.0	23146939.0	251.0
g	Avas.s022.g526.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15995.mRNA.2	JAKMXF010000133.1	73040158.0	23146939.0	245.0
g	Avas.s022.g527.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15995.mRNA.1	JAKMXF010000133.1	73042198.0	23146939.0	476.0
g	Avas.s022.g528.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15994.mRNA.1	JAKMXF010000133.1	73044219.0	23144458.5	303.0
g	Avas.s022.g528.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73045002.0	0	0
g	Avas.s022.g529.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15993.mRNA.1	JAKMXF010000133.1	73047315.0	23142299.5	550.0
g	Avas.s022.g530.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15992.mRNA.1	JAKMXF010000133.1	73049238.0	23140420.5	553.0
g	Avas.s022.g531.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15991.mRNA.1	JAKMXF010000133.1	73050644.5	23139263.0	213.0
g	Avas.s022.g532.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15990.mRNA.1	JAKMXF010000133.1	73052501.5	23137704.0	190.0
g	Avas.s022.g533.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15989.mRNA.1	JAKMXF010000133.1	73055693.5	23135626.0	247.0
g	Avas.s022.g533.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15989.mRNA.1	JAKMXF010000133.1	73056374.5	23135626.0	212.0
g	Avas.s022.g534.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15988.mRNA.1	JAKMXF010000133.1	73057688.5	23133159.5	220.0
g	Avas.s022.g535.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15988.mRNA.1	JAKMXF010000133.1	73059778.5	23133159.5	376.0
g	Avas.s022.g536.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15984.mRNA.1	JAKMXF010000133.1	73065394.5	23126379.0	651.0
g	Avas.s022.g537.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15986.mRNA.1	JAKMXF010000133.1	73065105.5	23129226.0	381.0
g	Avas.s022.g538.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15985.mRNA.1	JAKMXF010000133.1	73066343.0	23128055.0	446.0
g	Avas.s022.g539.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15983.mRNA.1	JAKMXF010000133.1	73071280.5	23123691.5	640.0
g	Avas.s022.g540.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15982.mRNA.1	JAKMXF010000133.1	73074821.0	23121090.5	700.0
g	Avas.s022.g541.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15981.mRNA.2	JAKMXF010000133.1	73077489.5	23119415.5	358.0
g	Avas.s022.g542.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73081181.0	0	0
g	Avas.s022.g543.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73086098.5	0	0
g	Avas.s022.g544.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73089972.5	0	0
