# Getting manual annotations from -m
# Reading GFF file manually_edited_genes_revised.gff
# File contained:
#exon	1397
#CDS	1181
#mRNA	270
#gene	224
#rRNA	22
#transcript	3
# Collected exons for 295 transcripts
# Getting main gene annotation from -g
# Reading GFF file BRAKER2_ONT-RNA.revised.sort.gff3
ERROR: identical bounds of subfeature exon within brakerONT.m1-g9644.t1, 4408681 4409142 , check GFF
INFORMATION: cannot find alternate isoform brakerONT.jg9115.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9130.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9137.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9159.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.8208.1 in Avas.s008.g483.i1
INFORMATION: cannot find alternate isoform brakerONT.jg9179.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9181.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9198.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9212.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9227.t3, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.8268.1 in Avas.s008.g547.i1
INFORMATION: cannot find alternate isoform brakerONT.jg9236.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9236.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9236.t3, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9238.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9238.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for PIN_stepwise_transcript_015cfa02-392d-4fc5-abe6-6b8fd76f0b9f in Avas.s008.g561.i1
INFORMATION: cannot find alternate isoform brakerONT.jg9285.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9332.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9350.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9372.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9400.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9421.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9458.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9483.t2, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.8425.1 in Avas.s008.g793.i1
REVERSE flag found: forcing reverse strand - for brakerONT.jg9491.t2 in Avas.s008.g796.i1
REVERSE flag found: forcing reverse strand - for brakerONT.jg9491.t1 in Avas.s008.g796.i2
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.8429.1 in Avas.s008.g796.i3
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.8431.1 in Avas.s008.g797.i1
INFORMATION: cannot find alternate isoform brakerONT.jg9494.t2, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.8443.1 in Avas.s008.g810.i1
INFORMATION: cannot find alternate isoform brakerONT.jg9548.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE057.t1 in Avas.s008.g852.i1
INFORMATION: cannot find alternate isoform brakerONT.jg9586.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.8849.1 in Avas.s008.g882.i1
INFORMATION: cannot find alternate isoform brakerONT.jg9656.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9658.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9661.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9669.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9673.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg9674.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE058.t1 in Avas.s008.g1016.i1
FORWARD flag found: forcing forward strand + for MSE059.t1 in Avas.s008.g1036.i1
INFORMATION: cannot find alternate isoform brakerONT.jg9763.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE060.t1 in Avas.s008.g1072.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.8445.1 in Avas.s009.g1.i1
FORWARD flag found: forcing forward strand + for fs_on_scaffold_009_11 in Avas.s009.g43.i1
FORWARD flag found: forcing forward strand + for MSE061.t1 in Avas.s009.g66.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.8546.1 in Avas.s009.g70.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.9220.1 in Avas.s009.g71.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.9223.1 in Avas.s009.g72.i1
REVERSE flag found: forcing reverse strand - for MSE062.t1 in Avas.s009.g90.i1
REVERSE flag found: forcing reverse strand - for MSE063.t1 in Avas.s009.g103.i1
FORWARD flag found: forcing forward strand + for MSE064.t1 in Avas.s009.g108.i1
FORWARD flag found: forcing forward strand + for MSE065.t1 in Avas.s009.g129.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.8624.1 in Avas.s009.g154.i1
FORWARD flag found: forcing forward strand + for MSE169.t1 in Avas.s009.g174.i1
REVERSE flag found: forcing reverse strand - for MSE170.t1 in Avas.s009.g175.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6286.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6307.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6310.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6315.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE171.t1 in Avas.s009.g224.i1
FORWARD flag found: forcing forward strand + for MSE066.t1 in Avas.s009.g225.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6323.t1, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.8708.1 in Avas.s009.g240.i1
FORWARD flag found: forcing forward strand + for MSE067.t1 in Avas.s009.g255.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6353.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.9462.1 in Avas.s009.g260.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.8497.1 in Avas.s009.g261.i1
FORWARD flag found: forcing forward strand + for MSE172.t1 in Avas.s009.g281.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6372.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6419.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6436.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6437.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for PIN_stepwise_transcript_d88d1598-fe4c-4fd2-91bf-d9c721a26145 in Avas.s009.g388.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6502.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6507.t3, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6508.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6528.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE068.t1 in Avas.s009.g445.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6539.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6610.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE069.t1 in Avas.s009.g553.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6753.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6756.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE070.t1 in Avas.s009.g663.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6775.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE071.t1 in Avas.s009.g688.i1
REVERSE flag found: forcing reverse strand - for fs_on_scaffold_009_14 in Avas.s009.g703.i1
INFORMATION: cannot find alternate isoform brakerONT.jg6815.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg6849.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE072.t1 in Avas.s010.g27.i1
FORWARD flag found: forcing forward strand + for MSE073.t1 in Avas.s010.g28.i1
FORWARD flag found: forcing forward strand + for MSE074.t1 in Avas.s010.g30.i1
FORWARD flag found: forcing forward strand + for MSE124.t1 in Avas.s010.g31.i1
REVERSE flag found: forcing reverse strand - for MSE173.t1 in Avas.s010.g55.i1
FORWARD flag found: forcing forward strand + for fs_on_scaffold_010_15 in Avas.s010.g58.i1
FORWARD flag found: forcing forward strand + for fs_on_scaffold_010_16 in Avas.s010.g59.i1
FORWARD flag found: forcing forward strand + for MSE075.t1 in Avas.s010.g60.i1
FORWARD flag found: forcing forward strand + for MSE076.t1 in Avas.s010.g61.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12947.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for fs_on_scaffold_010_17 in Avas.s010.g69.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12998.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12999.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg13001.t1, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.9336.1 in Avas.s010.g138.i1
FORWARD flag found: forcing forward strand + for MSE077.t1 in Avas.s010.g215.i1
REVERSE flag found: forcing reverse strand - for MSE078.t1 in Avas.s010.g222.i1
FORWARD flag found: forcing forward strand + for fs_on_scaffold_010_18 in Avas.s010.g437.i1
INFORMATION: cannot find alternate isoform brakerONT.jg13327.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg13360.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg13366.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg13379.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg13392.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg13416.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE175.t1 in Avas.s010.g622.i1
INFORMATION: cannot find alternate isoform brakerONT.jg13494.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.10089.1 in Avas.s010.g635.i1
INFORMATION: cannot find alternate isoform brakerONT.jg13534.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg13555.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg13588.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7881.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7889.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for brakerONT.jg7889.t1 in Avas.s011.g40.i1
REVERSE flag found: forcing reverse strand - for PIN_stepwise_transcript_71f45c98-1fff-4709-90e8-06148f3a538c in Avas.s011.g40.i2
INFORMATION: cannot find alternate isoform brakerONT.jg7898.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7935.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7952.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7954.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7971.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7976.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE079.t1 in Avas.s011.g137.i1
REVERSE flag found: forcing reverse strand - for MSE080.t1 in Avas.s011.g138.i1
INFORMATION: cannot find alternate isoform brakerONT.jg8001.t3, trying in main instead
REVERSE flag found: forcing reverse strand - for fs_on_scaffold_011_19 in Avas.s011.g176.i1
INFORMATION: cannot find alternate isoform brakerONT.jg8043.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8057.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8082.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.10804.1 in Avas.s011.g289.i1
FORWARD flag found: forcing forward strand + for MSE176.t1 in Avas.s011.g352.i1
INFORMATION: cannot find alternate isoform brakerONT.jg8295.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8307.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8310.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8319.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8320.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8350.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8352.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8360.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8381.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8391.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8396.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8401.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8445.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8464.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8471.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8484.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8500.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE177.t1 in Avas.s011.g658.i1
INFORMATION: cannot find alternate isoform brakerONT.jg8554.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8555.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8564.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg8566.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE178.t1 in Avas.s012.g67.i1
INFORMATION: cannot find alternate isoform brakerONT.jg355.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg359.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE179.t1 in Avas.s012.g243.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.11845.1 in Avas.s012.g249.i1
REVERSE flag found: forcing reverse strand - for PIN_5TSL_stranded_transcript_17a839fe-8066-48e3-9672-4bc66249a3fa in Avas.s012.g289.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.10390.1 in Avas.s012.g300.i1
FORWARD flag found: forcing forward strand + for MSE180.t1 in Avas.s012.g301.i1
INFORMATION: cannot find alternate isoform brakerONT.jg569.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.m1-g18881.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2606.t1, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.11269.1 in Avas.s013.g83.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.11270.1 in Avas.s013.g84.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.11271.1 in Avas.s013.g85.i1
FORWARD flag found: forcing forward strand + for MSE181.t1 in Avas.s013.g90.i1
FORWARD flag found: forcing forward strand + for MSE182.t1 in Avas.s013.g91.i1
REVERSE flag found: forcing reverse strand - for MSE183.t1 in Avas.s013.g95.i1
INFORMATION: cannot find alternate isoform brakerONT.jg2707.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE184.t1 in Avas.s013.g126.i1
REVERSE flag found: forcing reverse strand - for MSE081.t1 in Avas.s013.g130.i1
REVERSE flag found: forcing reverse strand - for fs_on_scaffold_013_20 in Avas.s013.g131.i1
REVERSE flag found: forcing reverse strand - for MSE082.t1 in Avas.s013.g132.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.11612.1 in Avas.s013.g237.i1
REVERSE flag found: forcing reverse strand - for MSE185.t1 in Avas.s013.g241.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.12492.1 in Avas.s013.g246.i1
INFORMATION: cannot find alternate isoform brakerONT.jg2838.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2866.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2879.t5, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.11674.1 in Avas.s013.g299.i1
INFORMATION: cannot find alternate isoform brakerONT.jg2893.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE186.t1 in Avas.s013.g321.i1
INFORMATION: cannot find alternate isoform brakerONT.jg2932.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2932.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2970.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.11750.1 in Avas.s013.g393.i1
INFORMATION: cannot find alternate isoform brakerONT.jg2987.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3029.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3083.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3083.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.12271.1 in Avas.s013.g495.i1
REVERSE flag found: forcing reverse strand - for MSE187.t1 in Avas.s013.g504.i1
REVERSE flag found: forcing reverse strand - for MSE188.t1 in Avas.s013.g505.i1
REVERSE flag found: forcing reverse strand - for MSE189.t1 in Avas.s013.g506.i1
REVERSE flag found: forcing reverse strand - for MSE190.t1 in Avas.s013.g507.i1
FORWARD flag found: forcing forward strand + for MSE191.t1 in Avas.s013.g508.i1
FORWARD flag found: forcing forward strand + for MSE192.t1 in Avas.s013.g509.i1
INFORMATION: cannot find alternate isoform brakerONT.jg3119.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3122.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE193.t1 in Avas.s013.g532.i1
FORWARD flag found: forcing forward strand + for MSE194.t1 in Avas.s013.g533.i1
INFORMATION: cannot find alternate isoform brakerONT.jg3133.t2, trying in main instead
FORWARD flag found: forcing forward strand + for fs_on_scaffold_013_23 in Avas.s013.g547.i1
FORWARD flag found: forcing forward strand + for MSE195.t1 in Avas.s013.g548.i1
INFORMATION: cannot find alternate isoform brakerONT.jg3153.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3157.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3165.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3202.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3212.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg3220.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg11497.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE196.t1 in Avas.s014.g56.i1
INFORMATION: cannot find alternate isoform brakerONT.jg11513.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg11551.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg11584.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg11618.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE197.t1 in Avas.s014.g172.i1
FORWARD flag found: forcing forward strand + for MSE198.t1 in Avas.s014.g173.i1
FORWARD flag found: forcing forward strand + for MSE199.t1 in Avas.s014.g174.i1
INFORMATION: cannot find alternate isoform brakerONT.jg11623.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg11629.t1, trying in main instead
FORWARD flag found: forcing forward strand + for fs_on_scaffold_014_24 in Avas.s014.g198.i1
INFORMATION: cannot find alternate isoform brakerONT.jg11695.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE200.t1 in Avas.s014.g468.i1
FORWARD flag found: forcing forward strand + for MSE201.t1 in Avas.s014.g469.i1
INFORMATION: cannot find alternate isoform brakerONT.jg11917.t2, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.12122.1 in Avas.s014.g475.i1
INFORMATION: cannot find alternate isoform brakerONT.jg11932.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg11932.t2, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.12149.1 in Avas.s014.g495.i1
INFORMATION: cannot find alternate isoform brakerONT.jg11991.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg11997.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12002.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12008.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12040.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12082.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12113.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12148.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12151.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12212.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12214.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12224.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE202.t1 in Avas.s014.g773.i1
REVERSE flag found: forcing reverse strand - for PIN_5TSL_stranded_transcript_fa4e2c26-9b5a-43ed-a63c-6cdf0d8df720 in Avas.s014.g774.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12440.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12448.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for TRINITY_DN7867_c0_g1_i3 in Avas.s015.g135.i1
FORWARD flag found: forcing forward strand + for fs_on_scaffold_015_25 in Avas.s015.g158.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.12750.1 in Avas.s015.g202.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12549.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.12786.1 in Avas.s015.g231.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12575.t1, trying in main instead
FORWARD flag found: forcing forward strand + for s015.mRNA195 in Avas.s015.g265.i1
FORWARD flag found: forcing forward strand + for MSE083.t1 in Avas.s015.g265.i2
INFORMATION: cannot find alternate isoform brakerONT.jg12608.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.12839.1 in Avas.s015.g281.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12631.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12650.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12667.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12667.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE203.t1 in Avas.s015.g338.i1
FORWARD flag found: forcing forward strand + for MSE204.t1 in Avas.s015.g339.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.12566.1 in Avas.s015.g341.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.12568.1 in Avas.s015.g342.i1
FORWARD flag found: forcing forward strand + for PIN_pipeline_transcript_648f4f17-d245-4091-a6c9-7bf832c36916 in Avas.s015.g343.i1
FORWARD flag found: forcing forward strand + for fs_on_scaffold_015_26 in Avas.s015.g343.i2
FORWARD flag found: forcing forward strand + for MSE205.t1 in Avas.s015.g347.i1
FORWARD flag found: forcing forward strand + for MSE206.t1 in Avas.s015.g353.i1
FORWARD flag found: forcing forward strand + for MSE084.t1 in Avas.s015.g360.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12709.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12718.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE085.t1 in Avas.s015.g393.i1
FORWARD flag found: forcing forward strand + for MSE086.t1 in Avas.s015.g394.i1
REVERSE flag found: forcing reverse strand - for brakerPE.g13280.t1 in Avas.s015.g416.i1
REVERSE flag found: forcing reverse strand - for MSE207.t1 in Avas.s015.g416.i2
INFORMATION: cannot find alternate isoform brakerONT.jg12747.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE208.t1 in Avas.s015.g438.i1
FORWARD flag found: forcing forward strand + for MSE209.t1 in Avas.s015.g439.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12795.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg12813.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE210.t1 in Avas.s015.g495.i1
REVERSE flag found: forcing reverse strand - for MSE087.t1 in Avas.s015.g505.i1
REVERSE flag found: forcing reverse strand - for PIN_pipeline_transcript_9e31eb28-5280-40a2-a86a-001a76216e14 in Avas.s015.g512.i1
REVERSE flag found: forcing reverse strand - for MSE088.t1 in Avas.s015.g513.i1
REVERSE flag found: forcing reverse strand - for PIN_5TSL_stranded_transcript_a4f17339-ca31-426f-9836-7f58d753dd3f in Avas.s015.g514.i1
REVERSE flag found: forcing reverse strand - for MSE211.t1 in Avas.s015.g515.i1
REVERSE flag found: forcing reverse strand - for brakerONT.jg12843.t1 in Avas.s015.g517.i1
REVERSE flag found: forcing reverse strand - for PIN_5TSL_stranded_transcript_57a0c05a-85ec-400a-9d03-263c3dede4b0 in Avas.s015.g517.i2
FORWARD flag found: forcing forward strand + for MSE212.t1 in Avas.s015.g532.i1
REVERSE flag found: forcing reverse strand - for MSE089.t1 in Avas.s015.g538.i1
REVERSE flag found: forcing reverse strand - for MSE214.t1 in Avas.s016.g6.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18417.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE215.t1 in Avas.s016.g50.i1
REVERSE flag found: forcing reverse strand - for MSE216.t1 in Avas.s016.g63.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18475.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE090.t1 in Avas.s016.g125.i1
REVERSE flag found: forcing reverse strand - for MSE091.t1 in Avas.s016.g126.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18523.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg18533.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg18534.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg18538.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg18539.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg18589.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.13205.1 in Avas.s016.g268.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18663.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE217.t1 in Avas.s016.g341.i1
FORWARD flag found: forcing forward strand + for MSE218.t1 in Avas.s016.g412.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18810.t3, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE219.t1 in Avas.s016.g442.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.13439.1 in Avas.s016.g473.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18908.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.13502.1 in Avas.s016.g526.i1
REVERSE flag found: forcing reverse strand - for PIN_5TSL_stranded_transcript_8c37e5df-a0bc-4675-9a6f-95689e0f865c in Avas.s016.g527.i1
REVERSE flag found: forcing reverse strand - for MSE220.t1 in Avas.s016.g528.i1
